Time,Obstacle Distance,Obstacle Height,Obstacle Size,Velocity,Dino Jumping,Dino Ducking,Action
100,564.0614013671875,343.0,37.0,301.0,0.0,0.0,2
200,533.3099975585938,343.0,37.0,302.0,0.0,0.0,2
300,503.06103515625,343.0,37.0,303.0,0.0,0.0,2
400,472.7120361328125,343.0,37.0,304.0,0.0,0.0,2
700,381.0650329589844,343.0,37.0,307.0,0.0,0.0,2
800,350.3160095214844,343.0,37.0,308.0,0.0,0.0,2
900,319.4670104980469,343.0,37.0,309.0,0.0,0.0,2
1000,288.5179748535156,343.0,37.0,310.0,0.0,0.0,2
1000,287.89794921875,343.0,37.0,310.0,0.0,0.0,2
1400,163.7220458984375,343.0,37.0,314.0,0.0,0.0,2
1500,131.9580535888672,343.0,37.0,315.0,0.0,0.0,2
1534,121.55763244628906,343.0,37.0,315.3399963378906,1.0,0.0,0
1700,69.07518768310547,343.0,37.0,317.0,1.0,0.0,2
1900,5.158339977264404,343.0,37.0,319.0,1.0,0.0,2
2000,555.7789916992188,320.0,30.0,320.0,1.0,0.0,2
2100,523.7290649414062,320.0,30.0,321.0,1.0,0.0,2
2300,459.9712829589844,320.0,30.0,323.0,1.0,0.0,2
2500,395.49639892578125,320.0,30.0,325.0,0.0,0.0,2
3000,231.42169189453125,320.0,30.0,330.0,0.0,0.0,2
3298,132.96994018554688,320.0,30.0,332.9800109863281,1.0,0.0,0
3300,132.30398559570312,320.0,30.0,333.0,1.0,0.0,2
3394,100.62486267089844,320.0,30.0,333.94000244140625,1.0,1.0,1
3400,98.95503997802734,320.0,30.0,334.0,1.0,1.0,2
3500,65.1711196899414,320.0,30.0,335.0,1.0,1.0,2
3600,31.621152877807617,320.0,30.0,336.0,1.0,1.0,2
