Time,Obstacle Distance,Obstacle Height,Obstacle Size,Velocity,Dino Jumping,Dino Ducking,Action
300,564.8613891601562,353.0,27.0,303.0,0.0,0.0,2
600,473.5175476074219,353.0,27.0,306.0,0.0,0.0,2
1100,318.9673767089844,353.0,27.0,311.0,0.0,0.0,2
1660,143.2461395263672,353.0,27.0,316.6000061035156,1.0,0.0,0
1800,99.14386749267578,353.0,27.0,318.0,1.0,0.0,2
2000,35.028629302978516,353.0,27.0,320.0,1.0,0.0,2
2100,3.6217401027679443,353.0,27.0,321.0,1.0,0.0,2
2357,237.67974853515625,320.0,30.0,323.57000732421875,1.0,1.0,1
2600,158.43687438964844,320.0,30.0,326.0,0.0,1.0,2
2700,125.78829956054688,320.0,30.0,327.0,0.0,1.0,2
3000,26.912153244018555,320.0,30.0,330.0,0.0,1.0,2
3100,553.582763671875,341.0,39.0,331.0,0.0,1.0,2
3800,320.7779541015625,341.0,39.0,338.0,0.0,0.0,2
4200,184.44546508789062,341.0,39.0,342.0,0.0,0.0,2
4327,140.93252563476562,341.0,39.0,343.2699890136719,1.0,0.0,0
4400,115.84799194335938,341.0,39.0,344.0,1.0,0.0,2
4500,81.3993148803711,341.0,39.0,345.0,1.0,0.0,2
4600,46.85068130493164,341.0,39.0,346.0,1.0,0.0,2
4700,12.201981544494629,341.0,39.0,347.0,1.0,0.0,2
4800,474.0014343261719,320.0,30.0,348.0,1.0,0.0,2
4900,439.1529235839844,320.0,30.0,349.0,1.0,0.0,2
5100,370.20269775390625,320.0,30.0,351.0,1.0,0.0,2
5170,345.609130859375,320.0,30.0,351.70001220703125,0.0,1.0,1
5500,228.65309143066406,320.0,30.0,355.0,0.0,1.0,2
6400,208.9203338623047,352.0,28.0,364.0,0.0,0.0,2
6677,108.07673645019531,352.0,28.0,366.7699890136719,1.0,0.0,0
6700,99.6387710571289,352.0,28.0,367.0,1.0,0.0,2
6900,26.041980743408203,352.0,28.0,369.0,1.0,0.0,2
7100,380.7076721191406,320.0,30.0,371.0,1.0,0.0,2
7120,373.6569519042969,320.0,30.0,371.20001220703125,1.0,1.0,1
7700,157.80213928222656,320.0,30.0,377.0,0.0,1.0,2
8668,327.7188415527344,320.0,30.0,386.67999267578125,0.0,1.0,1
9100,159.35568237304688,320.0,30.0,391.0,0.0,1.0,2
9200,120.59834289550781,320.0,30.0,392.0,0.0,1.0,2
9900,197.84466552734375,320.0,30.0,399.0,0.0,1.0,2
10000,157.09727478027344,320.0,30.0,400.0,0.0,1.0,2
10100,117.0478515625,320.0,30.0,401.0,0.0,1.0,2
10200,76.89839172363281,320.0,30.0,402.0,0.0,1.0,2
10400,355.92388916015625,320.0,30.0,404.0,0.0,1.0,2
10500,315.0715637207031,320.0,30.0,405.0,0.0,1.0,2
10600,275.33331298828125,320.0,30.0,406.0,0.0,1.0,2
10800,193.93450927734375,320.0,30.0,408.0,0.0,1.0,2
11000,112.13565063476562,320.0,30.0,410.0,0.0,1.0,2
11100,71.08621978759766,320.0,30.0,411.0,0.0,1.0,2
11200,29.936922073364258,320.0,30.0,412.0,0.0,1.0,2
11800,388.9683837890625,359.0,21.0,418.0,0.0,0.0,2
12348,157.99163818359375,359.0,21.0,423.4800109863281,1.0,0.0,0
12400,136.38180541992188,359.0,21.0,424.0,1.0,0.0,2
12799,527.1251831054688,355.0,25.0,427.989990234375,1.0,1.0,1
13400,268.95758056640625,355.0,25.0,434.0,0.0,0.0,2
13582,190.67599487304688,355.0,25.0,435.82000732421875,1.0,0.0,0
13800,94.99596405029297,355.0,25.0,438.0,1.0,0.0,2
14000,7.198523998260498,355.0,25.0,440.0,1.0,0.0,2
14700,365.9781799316406,320.0,30.0,447.0,0.0,0.0,2
14832,306.8896484375,320.0,30.0,448.32000732421875,0.0,1.0,1
15600,615.5032348632812,344.0,36.0,456.0,0.0,1.0,2
15700,571.223876953125,344.0,36.0,457.0,0.0,1.0,2
16200,342.40203857421875,344.0,36.0,462.0,0.0,0.0,2
16544,183.3563690185547,344.0,36.0,465.44000244140625,1.0,0.0,0
16900,16.100688934326172,344.0,36.0,469.0,1.0,0.0,2
17600,352.615966796875,356.0,24.0,476.0,0.0,0.0,2
17903,208.88897705078125,356.0,24.0,479.0299987792969,1.0,0.0,0
18500,636.8065795898438,352.0,28.0,485.0,1.0,0.0,2
18600,587.7735595703125,352.0,28.0,486.0,1.0,0.0,2
18900,442.0165100097656,352.0,28.0,489.0,0.0,0.0,2
19100,343.0399169921875,352.0,28.0,491.0,0.0,0.0,2
19496,148.812255859375,352.0,28.0,494.9599914550781,1.0,0.0,0
19500,146.33746337890625,352.0,28.0,495.0,1.0,0.0,2
20172,367.6016845703125,346.0,34.0,501.7200012207031,1.0,1.0,1
20200,353.04791259765625,346.0,34.0,502.0,1.0,1.0,2
20300,304.30706787109375,346.0,34.0,503.0,0.0,1.0,2
20448,229.2538604736328,346.0,34.0,504.4800109863281,1.0,0.0,0
20672,116.5113754272461,346.0,34.0,506.7200012207031,1.0,0.0,0
20900,574.7300415039062,360.0,20.0,509.0,1.0,0.0,2
20948,550.2871704101562,360.0,20.0,509.4800109863281,1.0,1.0,1
21159,443.58636474609375,360.0,20.0,511.5899963378906,0.0,1.0,1
21200,423.1147766113281,360.0,20.0,512.0,0.0,1.0,2
21300,371.865966796875,360.0,20.0,513.0,0.0,0.0,2
21328,358.0116882324219,360.0,20.0,513.280029296875,0.0,1.0,1
21498,270.0984802246094,360.0,20.0,514.97998046875,0.0,1.0,1
