Time,Obstacle Distance,Obstacle Height,Obstacle Size,Velocity,Dino Jumping,Dino Ducking,Action
200,565.2128295898438,355.0,25.0,302.0,0.0,0.0,2
700,412.673095703125,355.0,25.0,307.0,0.0,0.0,2
1000,320.1302795410156,355.0,25.0,310.0,0.0,0.0,2
1300,226.37449645996094,355.0,25.0,313.0,0.0,0.0,2
1500,163.8924102783203,355.0,25.0,315.0,0.0,0.0,2
1688,104.18347930908203,355.0,25.0,316.8800048828125,1.0,0.0,0
1700,100.06336975097656,355.0,25.0,317.0,1.0,0.0,2
2200,251.729248046875,358.0,22.0,322.0,1.0,0.0,2
2584,128.31468200683594,358.0,22.0,325.8399963378906,1.0,0.0,0
2600,123.42610931396484,358.0,22.0,326.0,1.0,0.0,2
2700,90.7783203125,358.0,22.0,327.0,1.0,0.0,2
3200,443.9100341796875,320.0,30.0,332.0,1.0,0.0,2
3627,301.9130554199219,320.0,30.0,336.2699890136719,0.0,1.0,1
3700,276.66717529296875,320.0,30.0,337.0,0.0,1.0,2
3900,208.73138427734375,320.0,30.0,339.0,0.0,1.0,2
4500,3.534761667251587,320.0,30.0,345.0,0.0,1.0,2
5000,203.52488708496094,355.0,25.0,350.0,0.0,0.0,2
5100,168.47645568847656,355.0,25.0,351.0,0.0,0.0,2
5151,150.2117156982422,355.0,25.0,351.510009765625,1.0,0.0,0
5300,97.72637176513672,355.0,25.0,353.0,1.0,0.0,2
5500,27.282461166381836,355.0,25.0,355.0,1.0,0.0,2
5541,12.3643217086792,355.0,25.0,355.4100036621094,1.0,1.0,1
5700,372.44952392578125,357.0,23.0,357.0,1.0,1.0,2
5900,302.2835388183594,357.0,23.0,359.0,0.0,1.0,2
6100,229.92762756347656,357.0,23.0,361.0,0.0,0.0,2
6200,193.7789764404297,357.0,23.0,362.0,0.0,0.0,2
6300,157.53042602539062,357.0,23.0,363.0,0.0,0.0,2
6322,149.17913818359375,357.0,23.0,363.2200012207031,1.0,0.0,0
6400,121.1820297241211,357.0,23.0,364.0,1.0,0.0,2
6600,48.184932708740234,357.0,23.0,366.0,1.0,0.0,2
6728,1.6242716312408447,357.0,23.0,367.2799987792969,1.0,1.0,1
6800,508.19378662109375,320.0,30.0,368.0,1.0,1.0,2
7100,397.3473815917969,320.0,30.0,371.0,0.0,1.0,2
7200,360.1979064941406,320.0,30.0,372.0,0.0,1.0,2
7400,285.97296142578125,320.0,30.0,374.0,0.0,1.0,2
7800,135.2010498046875,320.0,30.0,378.0,0.0,1.0,2
9400,133.39390563964844,348.0,32.0,394.0,0.0,0.0,2
9438,118.8098373413086,348.0,32.0,394.3800048828125,1.0,0.0,0
9800,326.9903564453125,355.0,25.0,398.0,1.0,0.0,2
10200,168.99209594726562,355.0,25.0,402.0,1.0,0.0,2
10259,145.6602325439453,355.0,25.0,402.5899963378906,1.0,0.0,0
10300,128.34083557128906,355.0,25.0,403.0,1.0,0.0,2
10900,302.2456359863281,348.0,32.0,409.0,1.0,0.0,2
11318,130.41717529296875,348.0,32.0,413.17999267578125,1.0,0.0,0
