Time,Obstacle Distance,Obstacle Height,Obstacle Size,Velocity,Dino Jumping,Dino Ducking,Action
200,533.3103637695312,341.0,39.0,302.0,0.0,0.0,2
400,472.7123718261719,341.0,39.0,304.0,0.0,0.0,2
700,381.06536865234375,341.0,39.0,307.0,0.0,0.0,2
900,319.1582946777344,341.0,39.0,309.0,0.0,0.0,2
1000,288.5182800292969,341.0,39.0,310.0,0.0,0.0,2
1000,287.8982849121094,341.0,39.0,310.0,0.0,0.0,2
1100,257.4692687988281,341.0,39.0,311.0,0.0,0.0,2
1200,226.3203125,341.0,39.0,312.0,0.0,0.0,2
1300,194.7583465576172,341.0,39.0,313.0,0.0,0.0,2
1545,117.77335357666016,341.0,39.0,315.45001220703125,1.0,0.0,0
1600,100.40850830078125,341.0,39.0,316.0,1.0,0.0,2
1800,37.32659149169922,341.0,39.0,318.0,1.0,0.0,2
1900,5.477650165557861,341.0,39.0,319.0,1.0,0.0,2
2000,548.2861328125,320.0,30.0,320.0,1.0,0.0,2
2100,516.2361450195312,320.0,30.0,321.0,1.0,0.0,2
2200,485.04931640625,320.0,30.0,322.0,1.0,0.0,2
2300,452.79937744140625,320.0,30.0,323.0,1.0,0.0,2
2400,421.09747314453125,320.0,30.0,324.0,0.0,0.0,2
2500,388.3245544433594,320.0,30.0,325.0,0.0,0.0,2
2600,355.4496154785156,320.0,30.0,326.0,0.0,0.0,2
2700,323.1266174316406,320.0,30.0,327.0,0.0,0.0,2
2866,268.70855712890625,320.0,30.0,328.6600036621094,0.0,1.0,1
2900,257.5286865234375,320.0,30.0,329.0,0.0,1.0,2
3000,224.5797882080078,320.0,30.0,330.0,0.0,1.0,2
3200,158.38182067871094,320.0,30.0,332.0,0.0,1.0,2
3300,125.13286590576172,320.0,30.0,333.0,0.0,1.0,2
3400,91.7839126586914,320.0,30.0,334.0,0.0,1.0,2
3700,532.7710571289062,348.0,32.0,337.0,0.0,1.0,2
4000,431.5613098144531,348.0,32.0,340.0,0.0,0.0,2
4100,397.8523864746094,348.0,32.0,341.0,0.0,0.0,2
4200,363.3614196777344,348.0,32.0,342.0,0.0,0.0,2
4800,156.70974731445312,348.0,32.0,348.0,0.0,0.0,2
4836,144.17562866210938,348.0,32.0,348.3599853515625,1.0,0.0,0
4900,121.86079406738281,348.0,32.0,349.0,1.0,0.0,2
5000,86.911865234375,348.0,32.0,350.0,1.0,0.0,2
5100,51.86293411254883,348.0,32.0,351.0,1.0,0.0,2
5400,487.77252197265625,360.0,20.0,354.0,1.0,0.0,2
5600,417.4830322265625,360.0,20.0,356.0,1.0,0.0,2
5800,346.0850830078125,360.0,20.0,358.0,0.0,0.0,2
6000,274.2872009277344,360.0,20.0,360.0,0.0,0.0,2
6100,237.8772735595703,360.0,20.0,361.0,0.0,0.0,2
6200,202.08935546875,360.0,20.0,362.0,0.0,0.0,2
6300,165.84039306640625,360.0,20.0,363.0,0.0,0.0,2
6316,160.03128051757812,360.0,20.0,363.1600036621094,1.0,0.0,0
6400,129.12745666503906,360.0,20.0,364.0,1.0,0.0,2
6600,56.49361038208008,360.0,20.0,366.0,1.0,0.0,2
6700,19.844680786132812,360.0,20.0,367.0,1.0,0.0,2
6900,481.22308349609375,320.0,30.0,369.0,1.0,0.0,2
7000,444.6424560546875,320.0,30.0,370.0,1.0,0.0,2
7200,370.81463623046875,320.0,30.0,372.0,0.0,0.0,2
7739,168.48240661621094,320.0,30.0,377.3900146484375,0.0,1.0,1
7900,107.97209930419922,320.0,30.0,379.0,0.0,1.0,2
8000,69.64315032958984,320.0,30.0,380.0,0.0,1.0,2
8100,31.974220275878906,320.0,30.0,381.0,0.0,1.0,2
8200,480.7115478515625,346.0,34.0,382.0,0.0,1.0,2
8300,442.462646484375,346.0,34.0,383.0,0.0,1.0,2
8400,404.8804931640625,346.0,34.0,384.0,0.0,1.0,2
8600,327.8825988769531,346.0,34.0,386.0,0.0,0.0,2
8700,288.8466491699219,346.0,34.0,387.0,0.0,0.0,2
8800,250.0967254638672,346.0,34.0,388.0,0.0,0.0,2
8900,211.24673461914062,346.0,34.0,389.0,0.0,0.0,2
8995,174.63662719726562,346.0,34.0,389.95001220703125,1.0,0.0,0
9000,172.2967987060547,346.0,34.0,390.0,1.0,0.0,2
9200,94.48895263671875,346.0,34.0,392.0,1.0,0.0,2
9300,54.84701156616211,346.0,34.0,393.0,1.0,0.0,2
9600,251.1293182373047,350.0,30.0,396.0,1.0,0.0,2
9700,211.48037719726562,350.0,30.0,397.0,1.0,0.0,2
9800,171.7314453125,350.0,30.0,398.0,0.0,0.0,2
9879,140.65785217285156,350.0,30.0,398.7900085449219,1.0,0.0,0
10000,91.53357696533203,350.0,30.0,400.0,1.0,0.0,2
10500,237.78292846679688,344.0,36.0,405.0,1.0,0.0,2
10600,197.2340087890625,344.0,36.0,406.0,1.0,0.0,2
10778,124.4017105102539,344.0,36.0,407.7799987792969,1.0,0.0,0
10800,115.83615112304688,344.0,36.0,408.0,1.0,0.0,2
11000,33.62828063964844,344.0,36.0,410.0,1.0,0.0,2
11100,480.61932373046875,359.0,21.0,411.0,1.0,0.0,2
11300,399.04595947265625,359.0,21.0,413.0,1.0,0.0,2
11800,191.30104064941406,359.0,21.0,418.0,0.0,0.0,2
11959,124.71422576904297,359.0,21.0,419.5899963378906,1.0,0.0,0
12000,107.0830307006836,359.0,21.0,420.0,1.0,0.0,2
12100,65.45397186279297,359.0,21.0,421.0,1.0,0.0,2
12200,23.304908752441406,359.0,21.0,422.0,1.0,0.0,2
12300,450.4416198730469,343.0,37.0,423.0,1.0,0.0,2
12900,196.12353515625,343.0,37.0,429.0,0.0,0.0,2
12927,184.537353515625,343.0,37.0,429.2699890136719,1.0,0.0,0
13000,152.7452850341797,343.0,37.0,430.0,1.0,0.0,2
13100,109.69601440429688,343.0,37.0,431.0,1.0,0.0,2
13300,23.29747772216797,343.0,37.0,433.0,1.0,0.0,2
13500,502.8782653808594,355.0,25.0,435.0,1.0,0.0,2
13600,459.7658996582031,355.0,25.0,436.0,1.0,0.0,2
13800,371.4952392578125,355.0,25.0,438.0,0.0,0.0,2
14000,283.2565002441406,355.0,25.0,440.0,0.0,0.0,2
14100,239.6471405029297,355.0,25.0,441.0,0.0,0.0,2
14200,195.4977264404297,355.0,25.0,442.0,0.0,0.0,2
14318,143.7160186767578,355.0,25.0,443.17999267578125,1.0,0.0,0
14900,257.1396484375,347.0,33.0,449.0,1.0,0.0,2
15000,211.74130249023438,347.0,33.0,450.0,1.0,0.0,2
15175,133.29098510742188,347.0,33.0,451.75,1.0,0.0,0
15200,121.54249572753906,347.0,33.0,452.0,1.0,0.0,2
15300,76.74606323242188,347.0,33.0,453.0,1.0,0.0,2
15400,31.397632598876953,347.0,33.0,454.0,1.0,0.0,2
15800,268.1489562988281,351.0,29.0,458.0,1.0,0.0,2
15900,222.30059814453125,351.0,29.0,459.0,1.0,0.0,2
16000,176.35223388671875,351.0,29.0,460.0,0.0,0.0,2
16071,143.66819763183594,351.0,29.0,460.7099914550781,1.0,0.0,0
16100,129.84288024902344,351.0,29.0,461.0,1.0,0.0,2
16700,261.11138916015625,351.0,29.0,467.0,1.0,0.0,2
16800,214.3629913330078,351.0,29.0,468.0,1.0,0.0,2
16900,167.5146026611328,351.0,29.0,469.0,0.0,0.0,2
17000,120.09619140625,351.0,29.0,470.0,0.0,0.0,2
17011,115.39575958251953,351.0,29.0,470.1099853515625,1.0,0.0,0
17300,610.023193359375,320.0,30.0,473.0,1.0,0.0,2
17400,563.6222534179688,320.0,30.0,474.0,1.0,0.0,2
17600,469.0994567871094,320.0,30.0,476.0,1.0,0.0,2
17900,325.8542785644531,320.0,30.0,479.0,0.0,0.0,2
18000,277.4259338378906,320.0,30.0,480.0,0.0,0.0,2
18100,229.85760498046875,320.0,30.0,481.0,0.0,0.0,2
18123,218.79234313964844,320.0,30.0,481.2300109863281,0.0,1.0,1
18400,85.1126937866211,320.0,30.0,484.0,0.0,1.0,2
18500,36.17948532104492,320.0,30.0,485.0,0.0,1.0,2
18600,354.05908203125,320.0,30.0,486.0,0.0,1.0,2
18904,207.31825256347656,320.0,30.0,489.0400085449219,0.0,1.0,1
19000,159.34608459472656,320.0,30.0,490.0,0.0,1.0,2
19100,110.7869644165039,320.0,30.0,491.0,0.0,1.0,2
19400,733.311279296875,320.0,30.0,494.0,0.0,1.0,2
19600,635.3021240234375,320.0,30.0,496.0,0.0,0.0,2
19700,585.653076171875,320.0,30.0,497.0,0.0,0.0,2
20000,435.6060485839844,320.0,30.0,500.0,0.0,0.0,2
20100,386.05706787109375,320.0,30.0,501.0,0.0,0.0,2
20200,335.40606689453125,320.0,30.0,502.0,0.0,0.0,2
20400,235.31015014648438,320.0,30.0,504.0,0.0,0.0,2
20475,196.9780731201172,320.0,30.0,504.75,0.0,1.0,1
20700,83.1563949584961,320.0,30.0,507.0,0.0,1.0,2
20800,32.40647506713867,320.0,30.0,508.0,0.0,1.0,2
20900,683.9209594726562,346.0,34.0,509.0,0.0,1.0,2
21000,633.481689453125,346.0,34.0,510.0,0.0,1.0,2
21100,582.9428100585938,346.0,34.0,511.0,0.0,1.0,2
21200,531.7938842773438,346.0,34.0,512.0,0.0,1.0,2
21500,377.7471008300781,346.0,34.0,515.0,0.0,0.0,2
21600,326.1981506347656,346.0,34.0,516.0,0.0,0.0,2
21900,170.4322967529297,346.0,34.0,519.0,0.0,0.0,2
21925,157.97344970703125,346.0,34.0,519.25,1.0,0.0,0
22000,119.0023422241211,346.0,34.0,520.0,1.0,0.0,2
22200,14.804473876953125,346.0,34.0,522.0,1.0,0.0,2
22900,333.461181640625,345.0,35.0,529.0,0.0,0.0,2
23000,280.5122375488281,345.0,35.0,530.0,0.0,0.0,2
23000,279.4522399902344,345.0,35.0,530.0,0.0,0.0,2
23100,227.4633026123047,345.0,35.0,531.0,0.0,0.0,2
23181,183.8885498046875,345.0,35.0,531.8099975585938,1.0,0.0,0
23200,173.78236389160156,345.0,35.0,532.0,1.0,0.0,2
23300,121.06544494628906,345.0,35.0,533.0,1.0,0.0,2
23400,68.25047302246094,345.0,35.0,534.0,1.0,0.0,2
23800,275.731201171875,320.0,30.0,538.0,1.0,0.0,2
23935,203.01145935058594,320.0,30.0,539.3499755859375,1.0,1.0,1
24000,167.393310546875,320.0,30.0,540.0,0.0,1.0,2
24200,59.73542785644531,320.0,30.0,542.0,0.0,1.0,2
24300,5.4864888191223145,320.0,30.0,543.0,0.0,1.0,2
24400,472.9078369140625,320.0,30.0,544.0,0.0,1.0,2
24600,364.4541931152344,320.0,30.0,546.0,0.0,1.0,2
25000,145.2584228515625,320.0,30.0,550.0,0.0,1.0,2
25300,447.7536315917969,360.0,20.0,553.0,0.0,1.0,2
25400,392.9573974609375,360.0,20.0,554.0,0.0,1.0,2
25600,282.5135498046875,360.0,20.0,556.0,0.0,1.0,2
25804,168.3256378173828,360.0,20.0,558.0399780273438,1.0,0.0,0
26000,59.3178596496582,360.0,20.0,560.0,1.0,0.0,2
26200,548.6524658203125,342.0,38.0,562.0,1.0,0.0,2
26400,436.61480712890625,342.0,38.0,564.0,1.0,0.0,2
26500,380.7298583984375,342.0,38.0,565.0,1.0,0.0,2
26600,323.61492919921875,342.0,38.0,566.0,1.0,0.0,2
