Time,Obstacle Distance,Obstacle Size,Is High,Dino Y,Velocity,Action
400,561.17122,30,320,0,304.0,0
500,530.72161,30,320,0,305.0,0
600,500.1720700000001,30,320,0,306.0,0
700,469.5225299999996,30,320,0,307.0,0
800,438.77297999999945,30,320,0,308.0,0
900,407.9234099999995,30,320,0,309.0,0
1000,376.9738899999993,30,320,0,310.0,0
1100,345.9243399999993,30,320,0,311.0,0
1200,314.7748099999995,30,320,0.0,312.0,0
1300,283.52526999999947,30,320,0,313.0,0
1400,252.17573999999934,30,320,0,314.0,0
1500,220.72620999999924,30,320,0,315.0,0
1600,189.17667999999946,30,320,0,316.0,0
1700,157.52713999999946,30,320,0,317.0,0
1800,125.77762999999945,30,320,0,318.0,0
1836,114.32331999999948,30,320,0,318.36,3
1900,93.9280999999994,30,320,0,319.0,0
2000,61.97858999999943,30,320,0,320.0,0
2100,29.929069999999427,30,320,0,321.0,0
2200,-2.220430000000583,30,320,0.0,322.0,0
2300,-34.46994000000059,30,320,0,323.0,0
2300,-34.792940000000584,30,320,0,323.0,0
2400,428.9379582990013,30,320,0,324.0,0
2500,396.48845829900125,30,320,0,325.0,0
2600,363.93890829900107,30,320,0,326.0,0
2700,331.28937829900116,30,320,0,327.0,0
2800,298.5398282990013,30,320,0,328.0,0
2900,265.69028829900134,30,320,0,329.0,0
3000,232.7407682990011,30,320,0,330.0,0
3100,199.69123829900127,30,320,0,331.0,0
3200,166.54173829900134,30,320,0,332.0,0
3278,140.6156782990013,30,320,0,332.78,3
3300,133.29219829900126,30,320,0,333.0,0
3400,99.94266829900127,30,320,0,334.0,0
3500,66.49312829900116,30,320,0,335.0,0
3600,32.94359829900115,30,320,0,336.0,0
3700,-0.7059217009988572,30,320,0,337.0,0
3800,-34.455451700998864,30,320,0,338.0,0
3900,375.6100110218067,22,358,0,339.0,0
4000,341.6604710218068,22,358,0,340.0,0
4100,307.61094102180675,22,358,0,341.0,0
4200,273.46142102180664,22,358,0,342.0,0
4300,239.21190102180685,22,358,0,343.0,0
4400,204.86240102180687,22,358,0,344.0,0
4500,170.4128810218069,22,358,0,345.0,0
4567,147.27577102180692,22,358,0,345.67,1
4600,135.86338102180693,22,358,9.47925,346.0,0
4700,101.21387102180688,22,358,33.21599999999999,347.0,0
4800,66.46437102180691,22,358,49.45350000000001,348.0,0
4900,31.614841021806896,22,358,58.18875000000001,349.0,0
5000,-3.3346789781930966,22,358,59.42475,350.0,0
5100,-38.3841989781931,22,358,53.16074999999997,351.0,0
5200,471.7212314295359,30,320,39.39299999999999,352.0,0
5300,436.47170142953587,30,320,18.12824999999998,353.0,0
5400,401.12219142953586,30,320,0,354.0,0
5500,365.67267142953597,30,320,0,355.0,0
5600,330.1231414295359,30,320,0,356.0,0
5700,294.47358142953584,30,320,0,357.0,0
5800,258.7240414295359,30,320,0,358.0,0
5900,222.874521429536,30,320,0,359.0,0
5949,205.27174142953595,30,320,0,359.49,3
6000,186.9249914295359,30,320,0,360.0,0
6100,150.87546142953593,30,320,0,361.0,0
6200,114.72594142953594,30,320,0,362.0,0
6300,78.47643142953595,30,320,0,363.0,0
6400,42.126921429535926,30,320,0,364.0,0
6500,5.6773914295359305,30,320,0,365.0,0
6500,5.312391429535936,30,320,0,365.0,0
6600,-30.872138570464077,30,320,0,366.0,0
6700,429.51920162739475,23,357,0,367.0,0
6800,392.76969162739465,23,357,0,368.0,0
6900,355.92016162739446,23,357,0,369.0,0
6900,355.55116162739444,23,357,0,369.0,0
7000,318.97062162739456,23,357,0,370.0,0
7100,281.9211016273947,23,357,0,371.0,0
7200,244.77157162739468,23,357,0,372.0,0
7300,207.52206162739446,23,357,0,373.0,0
7387,175.03363162739447,23,357,0,373.87,1
7400,170.17254162739445,23,357,3.83175,374.0,0
7500,132.72300162739452,23,357,29.066249999999986,375.0,0
7600,95.17348162739441,23,357,46.802250000000015,376.0,0
7700,57.52393162739449,23,357,57.036,377.0,0
7800,19.7744116273945,23,357,59.771999999999984,378.0,0
7800,19.3964116273945,23,357,59.761499999999984,378.0,0
7900,-18.07513837260553,23,357,55.00574999999998,379.0,0
8000,-56.02464837260553,23,357,42.74250000000001,380.0,0
8100,422.56836587632824,21,359,22.97924999999995,381.0,0
8100,422.1873658763283,21,359,22.743749999999952,381.0,0
8200,384.41883587632844,21,359,0,382.0,0
8300,346.1693158763285,21,359,0,383.0,0
8400,307.8197858763284,21,359,0,384.0,0
8500,269.37027587632826,21,359,0,385.0,0
8600,230.8207658763285,21,359,0,386.0,0
8672,203.0031858763286,21,359,0,386.72,1
8700,192.17122587632855,21,359,8.094000000000001,387.0,0
8800,153.4217058763285,21,359,32.205,388.0,0
8900,114.57218587632852,21,359,48.81600000000001,389.0,0
9000,75.62265587632845,21,359,57.92625000000001,390.0,0
9100,36.57311587632849,21,359,59.53574999999999,391.0,0
9200,-2.5764541236715033,21,359,53.64299999999997,392.0,0
9300,-41.82604412367152,21,359,40.248749999999994,393.0,0
