Time,Obstacle Distance,Obstacle Size,Is High,Dino Y,Velocity,Action
500,492.8765500000004,22,358,0,305.0,0
560,475.1701900000004,22,358,0,305.6,3
760,413.24074999999993,22,358,0,307.6,3
936,358.94981999999993,22,358,0,309.36,3
1120,301.8599699999999,22,358,0,311.2,3
1200,276.93268999999987,22,358,0,312.0,0
1270,255.06877999999983,22,358,0,312.7,3
1441,201.76676999999967,22,358,0,314.41,3
1500,182.88533999999964,22,358,0,315.0,0
1596,152.60008999999965,22,358,0,315.96,3
1600,151.33620999999965,22,358,0,316.0,0
1778,94.61363999999966,22,358,0,317.78,1
1900,56.08897999999972,22,358,30.713250000000002,319.0,0
2000,24.139939999999697,22,358,47.81024999999998,320.0,0
2100,-7.909080000000316,22,358,57.40874999999999,321.0,0
2200,-40.05807000000032,22,358,59.5095,322.0,0
2300,528.2558968920324,21,359,54.10650000000001,323.0,0
2325,520.5012468920326,21,359,51.69375000000001,323.25,3
2400,495.5828768920327,21,359,35.71250000000001,324.0,0
2500,463.4578568920331,21,359,0,325.0,0
2600,430.90880689203306,21,359,0,326.0,0
2700,398.25977689203313,21,359,0,327.0,0
2760,378.94995689203313,21,359,0,327.6,3
3138,254.0787568920332,21,359,0,331.38,3
3497,134.47228689203314,21,359,0,334.97,1
3500,133.80234689203314,21,359,0.597,335.0,0
3948,-17.61208310796681,21,359,58.655999999999985,339.48,3
4200,478.71978353940926,30,350,0,342.0,0
4215,473.58880353940935,30,350,0,342.15,3
4400,410.1217535394095,30,350,0,344.0,0
4500,376.0176735394095,30,350,0,345.0,3
4600,341.12341353940946,30,350,0,346.0,0
4700,306.4742535394093,30,350,0,347.0,0
4800,271.72515353940923,30,350,0,348.0,0
4900,237.22502353940905,30,350,0,349.0,0
5000,201.92696353940892,30,350,0,350.0,0
5185,137.0075135394089,30,350,0,351.85,1
5300,96.47972353940887,30,350,29.4495,353.0,0
5400,60.776633539408834,30,350,47.12999999999997,354.0,0
5500,25.6815735394089,30,350,57.038249999999984,355.0,0
5600,-9.867526460591108,30,350,59.58075,356.0,0
5700,-45.51657646059112,30,350,54.62700000000001,357.0,0
5718,-51.94402646059112,30,350,52.938750000000006,357.18,3
5900,501.07494071988253,36,344,0,359.0,0
6000,464.7659307198825,36,344,0,360.0,0
6400,320.3295907198825,36,344,0,364.0,0
6500,283.88056071988245,36,344,0,365.0,0
6700,210.6824407198825,36,344,0,367.0,0
6800,173.93334071988258,36,344,0,368.0,0
6807,171.7252207198826,36,344,0,368.07,1
6900,137.08428071988266,36,344,24.811500000000002,369.0,0
7100,63.08607071988267,36,344,55.54575000000001,371.0,0
7377,-40.062189280117394,36,344,48.557249999999996,373.77,3
7400,-48.6613392801174,36,344,44.8825,374.0,0
7500,158.59393019339487,35,345,13.5325,375.0,0
7600,121.04490019339485,35,345,0,376.0,0
7642,105.24446019339487,35,345,0,376.42,1
7800,45.64664019339493,35,345,37.9035,378.0,0
7900,7.79758019339495,35,345,52.224,379.0,0
7999,-29.771549806605055,35,345,59.00924999999999,379.99,3
8200,552.2864799264528,27,353,14.476499999999998,382.0,0
8400,475.6883499264527,27,353,0,384.0,0
8500,437.2393499264526,27,353,0,385.0,0
9259,142.5431499264524,27,353,0,392.59000000000003,1
9300,126.04626992645242,27,353,11.898,393.0,0
9600,7.698499926452428,27,353,58.41524999999997,396.0,0
9736,-45.85185007354758,27,353,57.30899999999999,397.36,3
9900,301.6604405912332,32,348,13.170249999999983,399.0,0
10273,152.94532059123335,32,348,0,402.73,1
10500,60.463750591233335,32,348,48.78299999999998,405.0,0
10600,20.320260591233335,32,348,57.69449999999998,406.0,0
10753,-41.91252940876669,32,348,57.002999999999986,407.53,3
10900,380.98764476312977,36,344,20.487749999999977,409.0,0
11100,298.9904747631301,36,344,0,411.0,0
11200,257.84185476313,36,344,0,412.0,0
11411,171.10427476313023,36,344,0,414.11,1
11500,133.79577476313014,36,344,23.834999999999997,415.0,0
11905,-34.6748952368699,36,344,56.055749999999996,419.05,3
12000,517.5060285457515,28,352,37.355249999999984,420.0,0
12100,475.4573285457516,28,352,0,421.0,0
12400,348.71141854575114,28,352,0,424.0,0
12500,306.26275854575147,28,352,0,425.0,0
12700,221.06555854575168,28,352,0,427.0,0
