Time,Obstacle Distance,Obstacle Height,Obstacle Size,Velocity,Dino Jumping,Dino Ducking,Action
900,444.40203857421875,360.0,20.0,309.0,0.0,0.0,2
1100,382.4045715332031,360.0,20.0,311.0,0.0,0.0,2
1200,351.25592041015625,360.0,20.0,312.0,0.0,0.0,2
1400,288.6583557128906,360.0,20.0,314.0,0.0,0.0,2
1600,225.66090393066406,360.0,20.0,316.0,0.0,0.0,2
1900,130.415283203125,360.0,20.0,319.0,0.0,0.0,2
1914,125.94851684570312,360.0,20.0,319.1400146484375,1.0,0.0,0
2300,2.0211899280548096,360.0,20.0,323.0,1.0,0.0,2
3100,302.75421142578125,340.0,40.0,331.0,0.0,0.0,2
3300,236.6894989013672,340.0,40.0,333.0,0.0,0.0,2
3600,135.67462158203125,340.0,40.0,336.0,0.0,0.0,2
3630,125.5902328491211,340.0,40.0,336.29998779296875,1.0,0.0,0
3700,102.69913482666016,340.0,40.0,337.0,1.0,0.0,2
4000,0.47609615325927734,340.0,40.0,340.0,1.0,0.0,2
4400,339.36761474609375,320.0,30.0,344.0,1.0,0.0,2
4426,330.7650451660156,320.0,30.0,344.260009765625,1.0,1.0,1
4600,269.6808166503906,320.0,30.0,346.0,0.0,1.0,2
5000,130.48309326171875,320.0,30.0,350.0,0.0,1.0,2
5100,95.78465270996094,320.0,30.0,351.0,0.0,1.0,2
5300,25.38794708251953,320.0,30.0,353.0,0.0,1.0,2
5400,409.7923278808594,342.0,38.0,354.0,0.0,1.0,2
5800,268.4609680175781,342.0,38.0,358.0,0.0,0.0,2
5900,232.61167907714844,342.0,38.0,359.0,0.0,0.0,2
6000,197.3821563720703,342.0,38.0,360.0,0.0,0.0,2
6075,169.99513244628906,342.0,38.0,360.75,1.0,0.0,0
6100,161.33460998535156,342.0,38.0,361.0,1.0,0.0,2
6200,124.8250961303711,342.0,38.0,362.0,1.0,0.0,2
6800,491.3569641113281,349.0,31.0,368.0,1.0,0.0,2
7100,380.14385986328125,349.0,31.0,371.0,0.0,0.0,2
7200,342.6233215332031,349.0,31.0,372.0,0.0,0.0,2
