Time,Obstacle Distance,Obstacle Height,Obstacle Size,Velocity,Dino Jumping,Dino Ducking,Action
400,503.70843505859375,320.0,30.0,304.0,0.0,0.0,2
700,412.36700439453125,320.0,30.0,307.0,0.0,0.0,2
900,350.7699279785156,320.0,30.0,309.0,0.0,0.0,2
1000,319.8213806152344,320.0,30.0,310.0,0.0,0.0,2
1028,311.1378173828125,320.0,30.0,310.2799987792969,0.0,1.0,1
2200,237.35882568359375,320.0,30.0,322.0,0.0,1.0,2
2500,140.9544219970703,320.0,30.0,325.0,0.0,1.0,2
3300,141.38919067382812,347.0,33.0,333.0,0.0,0.0,2
3353,123.72696685791016,347.0,33.0,333.5299987792969,1.0,0.0,0
4100,274.6084289550781,353.0,27.0,341.0,1.0,0.0,2
4400,171.51907348632812,353.0,27.0,344.0,0.0,0.0,2
4412,167.73452758789062,353.0,27.0,344.1199951171875,1.0,0.0,0
4900,590.7344970703125,320.0,30.0,349.0,1.0,0.0,2
5564,357.5005798339844,320.0,30.0,355.6400146484375,0.0,1.0,1
5600,344.6912841796875,320.0,30.0,356.0,0.0,1.0,2
6100,165.80526733398438,320.0,30.0,361.0,0.0,1.0,2
6200,130.018798828125,320.0,30.0,362.0,0.0,1.0,2
6400,57.05984115600586,320.0,30.0,364.0,0.0,1.0,2
7000,287.9295349121094,360.0,20.0,370.0,0.0,1.0,2
7397,140.25747680664062,360.0,20.0,373.9700012207031,1.0,0.0,0
7400,139.1355743408203,360.0,20.0,374.0,1.0,0.0,2
7600,64.13859558105469,360.0,20.0,376.0,1.0,0.0,2
8100,484.1045837402344,347.0,33.0,381.0,1.0,0.0,2
8500,330.9105529785156,347.0,33.0,385.0,0.0,0.0,2
8600,292.7481689453125,347.0,33.0,386.0,0.0,0.0,2
8900,176.11680603027344,347.0,33.0,389.0,0.0,0.0,2
9027,126.63509368896484,347.0,33.0,390.2699890136719,1.0,0.0,0
9200,59.36285400390625,347.0,33.0,392.0,1.0,0.0,2
9687,336.8518371582031,320.0,30.0,396.8699951171875,1.0,1.0,1
9700,332.0888977050781,320.0,30.0,397.0,1.0,1.0,2
9800,291.9439697265625,320.0,30.0,398.0,0.0,1.0,2
10200,131.55091857910156,320.0,30.0,402.0,0.0,1.0,2
10700,340.0418701171875,349.0,31.0,407.0,0.0,1.0,2
10800,300.10986328125,349.0,31.0,408.0,0.0,0.0,2
11069,189.5964813232422,349.0,31.0,410.69000244140625,1.0,0.0,0
11600,662.5691528320312,347.0,33.0,416.0,1.0,0.0,2
11800,580.84228515625,347.0,33.0,418.0,1.0,0.0,2
12000,496.6277160644531,347.0,33.0,420.0,0.0,0.0,2
12400,328.68206787109375,347.0,33.0,424.0,0.0,0.0,2
12500,285.38543701171875,347.0,33.0,425.0,0.0,0.0,2
12843,139.8837890625,347.0,33.0,428.42999267578125,0.0,1.0,1
13000,72.07205200195312,347.0,33.0,430.0,0.0,1.0,2
