Time,Obstacle Distance,Obstacle Height,Obstacle Size,Velocity,Dino Jumping,Dino Ducking,Action
400,523.929931640625,349.0,31.0,304.0,0.0,0.0,2
800,401.5320129394531,349.0,31.0,308.0,0.0,0.0,2
900,370.9916687011719,349.0,31.0,309.0,0.0,0.0,2
1400,214.9352569580078,349.0,31.0,314.0,0.0,0.0,2
1500,183.48590087890625,349.0,31.0,315.0,0.0,0.0,2
1600,151.9364776611328,349.0,31.0,316.0,0.0,0.0,2
1624,144.9822235107422,349.0,31.0,316.239990234375,1.0,0.0,0
1900,57.00722885131836,349.0,31.0,319.0,1.0,0.0,2
2200,195.77224731445312,320.0,30.0,322.0,1.0,0.0,2
2271,174.17674255371094,320.0,30.0,322.7099914550781,1.0,1.0,1
2300,164.4916534423828,320.0,30.0,323.0,1.0,1.0,2
2600,67.14635467529297,320.0,30.0,326.0,0.0,1.0,2
2800,1.749506950378418,320.0,30.0,328.0,0.0,1.0,2
