Time,Obstacle Distance,Obstacle Height,Obstacle Size,Velocity,Dino Jumping,Dino Ducking,Action
200,533.008056640625,349.0,31.0,302.0,0.0,0.0,2
400,472.71209716796875,349.0,31.0,304.0,0.0,0.0,2
500,442.26312255859375,349.0,31.0,305.0,0.0,0.0,2
700,381.06512451171875,349.0,31.0,307.0,0.0,0.0,2
800,350.3160705566406,349.0,31.0,308.0,0.0,0.0,2
900,319.467041015625,349.0,31.0,309.0,0.0,0.0,2
1000,288.5180358886719,349.0,31.0,310.0,0.0,0.0,2
1100,257.46905517578125,349.0,31.0,311.0,0.0,0.0,2
1200,226.63201904296875,349.0,31.0,312.0,0.0,0.0,2
1300,195.07098388671875,349.0,31.0,313.0,0.0,0.0,2
1528,123.44940185546875,349.0,31.0,315.2799987792969,1.0,0.0,0
1600,100.40808868408203,349.0,31.0,316.0,1.0,0.0,2
1700,68.75814819335938,349.0,31.0,317.0,1.0,0.0,2
2000,221.82235717773438,347.0,33.0,320.0,1.0,0.0,2
2100,190.09344482421875,347.0,33.0,321.0,1.0,0.0,2
2367,104.67486572265625,347.0,33.0,323.6700134277344,1.0,0.0,0
2400,93.66464233398438,347.0,33.0,324.0,1.0,0.0,2
2600,28.99074363708496,347.0,33.0,326.0,1.0,0.0,2
2700,538.8092651367188,357.0,23.0,327.0,1.0,0.0,2
2800,505.7322998046875,357.0,23.0,328.0,1.0,0.0,2
2900,473.8687744140625,357.0,23.0,329.0,1.0,0.0,2
3000,440.9198303222656,357.0,23.0,330.0,1.0,0.0,2
3100,407.87091064453125,357.0,23.0,331.0,1.0,0.0,2
3400,308.1241455078125,357.0,23.0,334.0,0.0,0.0,2
3500,274.6751708984375,357.0,23.0,335.0,0.0,0.0,2
3700,207.4773406982422,357.0,23.0,337.0,0.0,0.0,2
3800,173.72840881347656,357.0,23.0,338.0,0.0,0.0,2
3899,140.21804809570312,357.0,23.0,338.989990234375,1.0,0.0,0
4000,105.93009948730469,357.0,23.0,340.0,1.0,0.0,2
4100,71.88117980957031,357.0,23.0,341.0,1.0,0.0,2
4600,270.5344543457031,348.0,32.0,346.0,1.0,0.0,2
4949,149.1751708984375,348.0,32.0,349.489990234375,1.0,0.0,0
5000,130.98873901367188,348.0,32.0,350.0,1.0,0.0,2
5300,25.53886604309082,348.0,32.0,353.0,1.0,0.0,2
5605,176.0042724609375,320.0,30.0,356.04998779296875,1.0,1.0,1
5900,70.53761291503906,320.0,30.0,359.0,0.0,1.0,2
6000,34.228702545166016,320.0,30.0,360.0,0.0,1.0,2
6100,519.6237182617188,353.0,27.0,361.0,0.0,1.0,2
6300,448.31207275390625,353.0,27.0,363.0,0.0,1.0,2
6400,411.9631652832031,353.0,27.0,364.0,0.0,1.0,2
6500,375.5142517089844,353.0,27.0,365.0,0.0,1.0,2
6800,265.199462890625,353.0,27.0,368.0,0.0,0.0,2
7000,191.7689971923828,353.0,27.0,370.0,0.0,0.0,2
7182,124.26527404785156,353.0,27.0,371.82000732421875,1.0,0.0,0
7200,117.19905853271484,353.0,27.0,372.0,1.0,0.0,2
7300,80.32208251953125,353.0,27.0,373.0,1.0,0.0,2
7600,548.7422485351562,341.0,39.0,376.0,1.0,0.0,2
7700,511.84674072265625,341.0,39.0,377.0,1.0,0.0,2
7900,436.2484436035156,341.0,39.0,379.0,1.0,0.0,2
8000,397.91937255859375,341.0,39.0,380.0,0.0,0.0,2
8200,322.1011657714844,341.0,39.0,382.0,0.0,0.0,2
