Time,Obstacle Distance,Obstacle Size,Is High,Dino Y,Velocity,Action
200,530.0074599999999,31,349,0,302.0,0
400,469.40937000000065,31,349,0,304.0,0
500,438.6555500000005,31,349,0,305.0,0
700,377.4559100000004,31,349,0,307.0,0
1000,284.9064800000002,31,349,0,310.0,0
1000,284.5964800000002,31,349,0,310.0,0
1100,253.85668000000015,31,349,0,311.0,0
1200,222.70688000000018,31,349,0,312.0,0
1300,191.45707000000013,31,349,0,313.0,0
1400,160.42128000000014,31,349,0,314.0,1
1600,97.10771000000017,31,349,45.03074999999999,316.0,0
1700,65.45791000000018,31,349,56.14575000000001,317.0,0
1800,34.02612000000016,31,349,59.763,318.0,0
1900,2.1773300000002465,31,349,55.95375000000001,319.0,0
2000,-30.09143999999976,31,349,44.49450000000001,320.0,0
2200,401.28426846801625,25,355,0,322.0,0
2300,369.03449846801635,25,355,0,323.0,0
2500,304.2349284680165,25,355,0,325.0,0
2600,272.01114846801653,25,355,0,326.0,0
2700,239.0353684680166,25,355,0,327.0,0
2900,173.7647884680167,25,355,0,329.0,0
3000,140.4860184680167,25,355,0,330.0,0
3052,123.64312846801664,25,355,0,330.52,1
3200,74.28645846801655,25,355,36.28724999999999,332.0,0
3300,41.03666846801656,25,355,51.303000000000004,333.0,0
3400,7.686868468016556,25,355,58.818,334.0,0
3500,-25.762931531983426,25,355,58.833,335.0,0
3600,-59.31275153198342,25,355,51.346500000000006,336.0,0
3800,445.79197451958913,34,346,13.880250000000007,338.0,0
4000,377.9924245195892,34,346,0,340.0,0
4000,377.6524245195892,34,346,0,340.0,0
4100,343.9426545195891,34,346,0,341.0,0
4300,275.88608451958925,34,346,0,343.0,0
4400,241.53729451958935,34,346,0,344.0,0
4600,172.5397045195895,34,346,0,346.0,0
4705,136.15585451958944,34,346,0,347.05,1
4800,102.79414451958945,34,346,25.28774999999999,348.0,0
5000,32.994534519589436,34,346,55.76699999999999,350.0,0
5000,32.64453451958944,34,346,55.84424999999999,350.0,0
5200,-37.20508548041053,34,346,56.245499999999986,352.0,0
5400,345.85086771591665,30,320,26.948999999999973,354.0,0
5497,311.11205771591665,30,320,1.6087499999999797,354.97,3
5600,274.4973677159167,30,320,0,356.0,0
5800,203.45582771591648,30,320,0,358.0,0
5900,167.24804771591658,30,320,0,359.0,0
6000,131.29825771591666,30,320,0,360.0,0
6000,130.93825771591665,30,320,0,360.0,0
6100,95.24846771591666,30,320,0,361.0,0
6200,59.46065771591665,30,320,0,362.0,0
6300,23.211877715916685,30,320,0,363.0,0
6400,-13.500892284083292,30,320,0,364.0,0
6600,527.548339564408,30,320,0,366.0,0
6700,490.8985495644081,30,320,0,367.0,0
6800,454.51677956440847,30,320,0,368.0,0
7000,380.71922956440847,30,320,0,370.0,0
7000,379.97922956440846,30,320,0,370.0,0
7100,343.29943956440843,30,320,0,371.0,0
7400,231.92411956440833,30,320,0,374.0,0
7500,194.10032956440853,30,320,0,375.0,0
7534,181.3446195644085,30,320,0,375.34000000000003,3
7600,156.5505595644085,30,320,0,376.0,0
7700,118.90077956440857,30,320,0,377.0,0
7800,81.15099956440861,30,320,0,378.0,0
8000,5.3514695644086885,30,320,0,380.0,0
8100,-32.31733043559133,30,320,0,381.0,0
8200,518.0817642436189,30,350,0,382.0,0
8300,479.8319842436191,30,350,0,383.0,0
8400,441.4822042436189,30,350,0,384.0,0
8500,403.4174242436188,30,350,0,385.0,0
8800,287.0830742436188,30,350,0,388.0,0
8900,248.6222942436188,30,350,0,389.0,0
9000,209.28348424361883,30,350,0,390.0,0
9000,208.89348424361884,30,350,0,390.0,0
9100,170.2336842436189,30,350,0,391.0,0
9188,135.78712424361888,30,350,0,391.88,1
9300,91.83407424361883,30,350,28.829249999999995,393.0,0
9500,13.034474243618916,30,350,56.90925000000001,395.0,0
9600,-26.11934575638108,30,350,59.70750000000001,396.0,0
9700,454.5512542350451,25,355,55.07175000000001,397.0,0
9800,414.80245423504533,25,355,42.93675,398.0,0
9900,374.9536842350454,25,355,23.303999999999988,399.0,0
10000,334.60487423504526,25,355,0,400.0,0
10200,254.80727423504538,25,355,0,402.0,0
10300,214.55850423504535,25,355,0,403.0,0
10440,157.6378042350453,25,355,0,404.4,1
10500,133.35590423504527,25,355,16.612499999999997,405.0,0
10900,-29.44332576495481,25,355,58.37024999999998,409.0,0
11000,293.086820474322,30,320,50.0595,410.0,0
11138,236.82325047432192,30,320,26.498999999999988,411.38,3
11400,128.7016504743219,30,320,0,414.0,0
11800,-38.11149952567812,30,320,0,418.0,0
11900,365.6996260478627,33,347,0,419.0,0
12000,323.7498460478628,33,347,0,420.0,0
12100,281.70006604786283,33,347,0,421.0,0
12200,239.972246047863,33,347,0,422.0,0
12300,197.72345604786295,33,347,0,423.0,0
12336,182.48940604786304,33,347,0,423.36,1
12400,154.95065604786308,33,347,17.876249999999995,424.0,0
12500,112.92584604786313,33,347,39.01499999999999,425.0,0
12600,70.37701604786318,33,347,52.90275,426.0,0
12700,27.301156047863188,33,347,59.31375,427.0,0
12900,-58.29856395213682,33,347,49.434749999999994,429.0,0
13000,387.1259793509578,24,356,33.44475,430.0,0
13000,386.26597935095776,24,356,33.04575,430.0,0
13100,344.07708935095775,24,356,9.828,431.0,0
13200,300.9281993509577,24,356,0,432.0,0
13300,257.2463093509578,24,356,0,433.0,0
13400,213.89640935095787,24,356,0,434.0,0
13500,171.3164693509578,24,356,0,435.0,0
13585,133.43539935095777,24,356,0,435.85,1
13600,127.33252935095777,24,356,4.11675,436.0,0
13700,83.68357935095776,24,356,29.2455,437.0,0
13800,39.93461935095773,24,356,46.87349999999996,438.0,0
13900,-3.9143506490423405,24,356,57.000749999999975,439.0,0
14000,-47.863360649042335,24,356,59.62499999999998,440.0,0
14000,-48.74336064904234,24,356,59.60099999999998,440.0,0
14200,339.55531040713703,24,356,42.36899999999997,442.0,0
14300,295.3063004071371,24,356,22.493249999999986,443.0,0
14400,250.957290407137,24,356,0,444.0,0
14531,192.708760407137,24,356,0,445.31,1
14700,117.31013040713705,24,356,39.85350000000001,447.0,0
14900,27.71195040713704,24,356,59.33999999999999,449.0,0
15000,-17.237169592862955,24,356,57.83099999999996,450.0,0
15200,371.49471450333203,26,354,32.31299999999999,452.0,0
15300,326.24559450333203,26,354,8.303999999999984,453.0,0
15556,209.95211450333176,26,354,0,455.56,1
15700,144.2490145033317,26,354,35.299500000000016,457.0,0
15800,98.49989450333169,26,354,50.665500000000016,458.0,0
16000,6.241614503331704,26,354,58.86000000000001,460.0,0
16300,213.2609280767021,20,360,15.243000000000023,463.0,0
16531,106.04545807670218,20,360,0,465.31,1
16600,73.45056807670221,20,360,19.103250000000003,466.0,0
16700,26.80138807670228,20,360,40.01474999999999,467.0,0
16800,-19.94776192329772,20,360,53.42849999999999,468.0,0
16900,377.26567794922187,34,346,59.321249999999985,469.0,0
17000,329.8475579492219,34,346,57.75824999999996,470.0,0
17200,235.64933794922194,34,346,32.09175,472.0,0
17300,188.40021794922183,34,346,8.007749999999993,473.0,0
17392,144.84269794922182,34,346,0,473.92,1
17900,432.60027334065484,28,352,55.19325000000002,479.0,0
18000,384.65115334065496,28,352,43.25925,480.0,0
18200,288.45287334065495,28,352,0,482.0,0
18500,143.89048334065473,28,352,0,485.0,0
18517,135.15919334065467,28,352,0,485.17,1
18600,94.85636334065464,28,352,22.246500000000005,486.0,0
18700,46.20721334065466,28,352,42.18524999999999,487.0,0
19000,368.99251315020854,30,350,57.00374999999998,490.0,0
19300,221.54526315020843,30,350,4.334999999999988,493.0,0
19400,172.19622315020843,30,350,0,494.0,0
19472,136.10826315020842,30,350,0,494.72,1
19800,-26.199896849791557,30,350,57.75075,498.0,0
19900,310.13706623465936,30,320,59.40000000000002,499.0,0
20000,260.1881062346596,30,320,53.553000000000026,500.0,0
20135,192.5983862346597,30,320,33.76275000000002,501.35,3
20300,109.74118623465961,30,320,0,503.0,0
20400,59.392256234659584,30,320,0,504.0,0
20600,-42.111583765340455,30,320,0,506.0,0
20700,449.3916826290209,32,348,0,507.0,0
20800,398.6428126290211,32,348,0,508.0,0
20900,347.284942629021,32,348,0,509.0,0
21000,296.335072629021,32,348,0,510.0,0
21100,245.79622262902097,32,348,0,511.0,0
21246,170.5728826290212,32,348,0,512.46,1
21300,142.88556262902114,32,348,15.073499999999996,513.0,0
21400,91.53575262902115,32,348,37.21275,514.0,0
21500,40.085962629021125,32,348,51.853500000000004,515.0,0
21600,-11.46382737097884,32,348,58.99425,516.0,0
21700,611.7644462965684,26,354,58.673249999999996,517.0,0
22000,455.69810629656797,26,354,12.556500000000009,520.0,0
22100,403.64833629656795,26,354,0,521.0,0
22300,299.7717462965682,26,354,0,523.0,0
22400,246.89895629656831,26,354,0,524.0,0
22500,194.44917629656828,26,354,0,525.0,0
22536,176.06811629656835,26,354,0,525.36,1
22600,142.4253362965683,26,354,17.623499999999996,526.0,0
22700,89.24953629656815,26,354,39.189,527.0,0
22800,37.027736296568094,26,354,52.903499999999994,528.0,0
23000,425.74194413548867,30,320,58.13174999999998,530.0,0
23100,372.69216413548884,30,320,49.448249999999994,531.0,0
23200,319.5423641354888,30,320,33.26325,532.0,0
23300,266.29257413548874,30,320,9.579,533.0,0
23373,227.35708413548883,30,320,0,533.73,3
23500,160.028014135489,30,320,0,535.0,0
23600,105.94324413548898,30,320,0,536.0,0
