Time,Obstacle Distance,Obstacle Size,Is High,Dino Y,Velocity,Action
900,558.7028700000002,25,355,0,309.0,0
1000,527.7533500000006,25,355,0.0,310.0,0
1100,496.70383000000106,25,355,0,311.0,0
1100,496.392830000001,25,355,0,311.0,0
1200,465.5542700000012,25,355,0,312.0,0
1300,434.3047200000011,25,355,0,313.0,0
1400,402.955190000001,25,355,0,314.0,0
1500,371.50564000000094,25,355,0,315.0,0
1600,339.9560900000011,25,355,0,316.0,0
1700,308.3065600000011,25,355,0,317.0,0
1800,276.55705000000097,25,355,0,318.0,0
1900,244.7075100000011,25,355,0,319.0,0
2000,212.7579900000012,25,355,0,320.0,0
2100,180.70847000000123,25,355,0,321.0,0
2200,148.55894000000126,25,355,0,322.0,0
2227,139.8614200000013,25,355,0,322.27,1
2300,116.30938000000123,25,355,19.870499999999975,323.0,0
2400,83.95984000000126,25,355,40.605,324.0,0
2500,51.51032000000127,25,355,53.840999999999966,325.0,0
2600,18.96078000000128,25,355,59.57549999999999,326.0,0
2700,-13.688739999998724,25,355,57.81150000000001,327.0,0
2900,526.5711023209842,21,359,31.78199999999998,329.0,0
3000,493.621572320984,21,359,7.517249999999976,330.0,0
3100,460.5720623209836,21,359,0,331.0,0
3200,427.4225523209835,21,359,0,332.0,0
3300,394.1730223209834,21,359,0,333.0,0
3400,360.82351232098324,21,359,0,334.0,0
3500,327.37397232098346,21,359,0,335.0,0
3600,293.82442232098344,21,359,0,336.0,0
3700,260.17488232098333,21,359,0,337.0,0
3800,226.42537232098317,21,359,0,338.0,0
3863,205.11182232098332,21,359,0,338.63,1
3900,192.57581232098337,21,359,10.569749999999999,339.0,0
4000,158.62627232098347,21,359,34.00424999999997,340.0,0
4100,124.57673232098347,21,359,49.938749999999985,341.0,0
4200,90.4272223209835,21,359,58.375499999999995,342.0,0
4300,56.17769232098347,21,359,59.31075,343.0,0
4400,21.828162320983466,21,359,52.74599999999997,344.0,0
4500,-12.621347679016523,21,359,38.68274999999996,345.0,0
4600,-47.170857679016514,21,359,17.11949999999996,346.0,0
4700,423.5570430042262,23,357,0,347.0,0
4800,388.80754300422626,23,357,0,348.0,0
4900,353.9580330042261,23,357,0,349.0,0
5000,319.00852300422605,23,357,0.0,350.0,0
5100,283.9590030042262,23,357,0,351.0,0
5200,248.8094830042262,23,357,0,352.0,0
5300,213.55994300422617,23,357,0,353.0,0
5400,178.21037300422597,23,357,0,354.0,0
5500,142.76084300422596,23,357,0,355.0,0
5600,107.21126300422603,23,357,0,356.0,0
5602,106.85526300422603,23,357,0,356.02,1
5700,71.561743004226,23,357,25.98599999999997,357.0,0
5800,35.81221300422598,23,357,44.771250000000016,358.0,0
5900,-0.03730699577401708,23,357,56.05725,359.0,0
6000,-35.986826995774024,23,357,59.843249999999976,360.0,0
6100,366.5503131252019,35,345,56.12550000000002,361.0,0
6200,330.400803125202,35,345,44.912250000000036,362.0,0
6300,294.1512731252021,35,345,26.19749999999999,363.0,0
6300,293.7882731252021,35,345,25.97249999999999,363.0,0
6400,257.80174312520205,35,345,0,364.0,0
6500,221.35218312520192,35,345,0,365.0,0
6600,184.80260312520178,35,345,0,366.0,0
6700,148.15309312520182,35,345,0,367.0,0
6740,133.83266312520183,35,345,0.0,367.4,1
6800,111.40355312520177,35,345,16.880249999999982,368.0,0
6900,74.55402312520175,35,345,38.51549999999998,369.0,0
7000,37.60448312520177,35,345,52.64999999999998,370.0,0
7100,0.5549131252017858,35,345,59.28224999999999,371.0,0
7200,-36.59459687479822,35,345,58.419000000000004,372.0,0
7300,293.13472843730705,30,320,50.05499999999999,373.0,0
7300,292.76172843730706,30,320,49.933499999999995,373.0,0
7400,255.78520843730723,30,320,34.19099999999997,374.0,0
7500,218.33566843730728,30,320,10.82549999999997,375.0,0
7600,180.78610843730723,30,320,0,376.0,0
7659,158.58493843730727,30,320,0,376.59000000000003,3
7700,143.13654843730728,30,320,0,377.0,0
7800,105.38702843730721,30,320,0,378.0,0
7900,67.53747843730739,30,320,0,379.0,0
8000,29.58794843730739,30,320,0,380.0,0
8100,-8.461581562692608,30,320,0,381.0,0
8200,-46.611111562692614,30,320,0,382.0,0
8300,236.93731257275277,21,359,0,383.0,0
8400,198.58775257275278,21,359,0,384.0,0
8500,160.13822257275282,21,359,0,385.0,0
8578,130.0781525727528,21,359,0,385.78,1
8600,121.58866257275281,21,359,6.408750000000001,386.0,0
8700,82.93911257275286,21,359,30.967499999999998,387.0,0
8800,44.18959257275283,21,359,48.02850000000003,388.0,0
8900,5.340062572752814,21,359,57.58875000000004,389.0,0
9000,-33.60946742724717,21,359,59.64900000000002,390.0,0
9100,228.33916272177356,28,352,54.20625,391.0,0
9200,189.1896427217735,28,352,41.267250000000026,392.0,0
9300,149.94010272177354,28,352,20.82675,393.0,0
9430,98.76616272177355,28,352,0,394.3,1
9500,71.14097272177355,28,352,19.13324999999998,395.0,0
9600,31.591452721773578,28,352,40.094249999999995,396.0,0
9700,-8.058097278226406,28,352,53.55299999999998,397.0,0
9800,-47.8076272782264,28,352,59.51325000000002,398.0,0
9900,219.42122833933496,30,350,57.97200000000002,399.0,0
10000,179.47169833933495,30,350,48.932250000000025,400.0,0
10100,139.42215833933494,30,350,32.39175000000001,401.0,0
10194,101.68439833933499,30,350,10.004250000000011,401.94,1
10200,99.27260833933497,30,350,8.350500000000013,402.0,0
10300,59.023068339334955,30,350,0,403.0,0
