Time,Obstacle Distance,Obstacle Size,Is High,Dino Y,Velocity,Action
700,574.1685900000001,34,346,0,307.0,0
800,543.7270399999998,34,346,0,308.0,0
900,512.5693599999994,34,346,0,309.0,0
1000,481.6198199999999,34,346,0,310.0,0
1100,450.5702900000003,34,346,0,311.0,0
1200,419.4207600000005,34,346,0,312.0,0
1300,388.1712100000005,34,346,0,313.0,0
1400,356.8216200000004,34,346,0,314.0,0
1500,325.3720800000003,34,346,0,315.0,0
1600,293.82252000000034,34,346,0,316.0,0
1700,262.1729900000003,34,346,0,317.0,0
1800,230.74147000000016,34,346,0,318.0,0
1900,198.57395000000025,34,346,0,319.0,0
2000,166.9443800000003,34,346,0,320.0,0
2100,134.5748400000003,34,346,0,321.0,0
2136,123.01254000000029,34,346,0,321.36,1
2200,102.7472700000003,34,346,17.383499999999984,322.0,0
2300,70.49873000000025,34,346,38.867999999999995,323.0,0
2300,69.85273000000026,34,346,39.220499999999994,323.0,0
2400,37.82622000000026,34,346,52.95599999999998,324.0,0
2500,5.701670000000263,34,346,59.3385,325.0,0
2600,-27.172849999999755,34,346,58.275750000000016,326.0,0
2700,-59.82239999999975,34,346,49.6845,327.0,0
2800,159.02442295443547,35,345,33.79049999999997,328.0,0
2900,125.84683295443543,35,345,9.997499999999976,329.0,0
2955,107.73697295443543,35,345,0,329.55,1
3000,93.22731295443546,35,345,12.457499999999996,330.0,0
3000,92.56731295443547,35,345,12.988499999999997,330.0,0
3100,59.84775295443548,35,345,35.55599999999998,331.0,0
3200,26.698212954435476,35,345,50.890500000000024,332.0,0
3300,-6.55134704556454,35,345,58.72350000000003,333.0,0
3400,-39.90087704556454,35,345,59.05875000000004,334.0,0
3500,170.60514412746224,34,346,51.89550000000002,335.0,0
3600,137.0556141274623,34,346,37.23075,336.0,0
3700,103.40607412746226,34,346,15.065250000000004,337.0,0
3700,103.06907412746227,34,346,14.805750000000005,337.0,0
3800,69.65655412746236,34,346,0,338.0,0
3809,66.95226412746236,34,346,0,338.09000000000003,1
3900,35.80700412746236,34,346,24.388499999999958,339.0,0
4000,1.8574841274623495,34,346,43.69950000000001,340.0,0
4100,-31.851065872537653,34,346,55.42799999999999,341.0,0
4200,547.5873879636703,31,349,59.817749999999975,342.0,0
4300,513.3378679636703,31,349,56.628750000000004,343.0,0
4400,478.9883579636704,31,349,45.940500000000014,344.0,0
4500,444.5388279636703,31,349,27.750749999999975,345.0,0
4500,444.1938279636703,31,349,27.530999999999974,345.0,0
4600,410.3352979636702,31,349,2.3557499999999925,346.0,0
4700,375.3397779636704,31,349,0,347.0,0
4800,340.93823796367036,31,349,0,348.0,0
4900,305.74067796367024,31,349,0,349.0,0
5000,270.79116796367015,31,349,0,350.0,0
5100,235.74162796367023,31,349,0,351.0,0
5200,200.94408796367026,31,349,0,352.0,0
5200,200.24008796367025,31,349,0,352.0,0
5300,165.3425579636703,31,349,0,353.0,0
5400,129.99300796367027,31,349,0,354.0,0
5451,111.57173796367022,31,349,0,354.51,1
5500,94.54347796367026,31,349,13.516499999999994,355.0,0
5600,58.99393796367028,31,349,36.125999999999976,356.0,0
5700,23.701407963670277,31,349,51.12300000000001,357.0,0
5800,-12.047142036329717,31,349,58.80675000000002,358.0,0
5900,-48.25469203632972,31,349,58.95375000000003,359.0,0
6000,536.6360901574856,24,356,51.56550000000001,360.0,0
6100,500.5865801574854,24,356,36.67724999999997,361.0,0
6200,464.79904015748525,24,356,14.548499999999997,362.0,0
6200,464.0750401574852,24,356,14.024999999999997,362.0,0
6300,428.187530157485,24,356,0,363.0,0
6400,391.8380101574849,24,356,0,364.0,0
6500,355.38844015748487,24,356,0,365.0,0
6600,319.20488015748504,24,356,0,366.0,0
6700,282.55634015748507,24,356,0,367.0,0
6800,245.43982015748503,24,356,0,368.0,0
6900,208.59026015748492,24,356,0,369.0,0
7000,172.01071015748497,24,356,0,370.0,0
7000,171.27071015748496,24,356,0,370.0,0
7096,136.07507015748502,24,356,0,370.96000000000004,1
7100,134.591160157485,24,356,1.19175,371.0,0
7200,97.44165015748493,24,356,27.103499999999972,372.0,0
7300,60.192130157485025,24,356,45.51450000000001,373.0,0
7400,22.84260015748501,24,356,56.424749999999996,374.0,0
7500,-14.606969842514992,24,356,59.83199999999996,375.0,0
7600,-52.156509842515,24,356,55.74149999999999,376.0,0
7700,275.0448675478161,30,350,44.15250000000001,377.0,0
7800,237.29535754781637,30,350,25.06424999999996,378.0,0
7900,199.82481754781645,30,350,0,379.0,0
8000,161.4962675478165,30,350,0,380.0,0
8082,130.68385754781656,30,350,0,380.82,1
8100,123.44673754781655,30,350,5.556000000000001,381.0,0
8200,85.29717754781649,30,350,30.33899999999999,382.0,0
8300,47.04762754781653,30,350,47.62275000000002,383.0,0
8400,8.69809754781653,30,350,57.408000000000015,384.0,0
8500,-29.75143245218349,30,350,59.693249999999985,385.0,0
8600,492.4695329437212,30,320,54.56399999999998,386.0,0
8700,453.434002943721,30,320,41.75925000000001,387.0,0
8800,414.6844629437209,30,320,21.543749999999964,388.0,0
8900,375.83484294372096,30,320,0,389.0,0
9000,337.27519294372115,30,320,0,390.0,0
9100,298.22654294372103,30,320,0,391.0,0
9200,259.077912943721,30,320,0,392.0,0
9300,219.43628294372104,30,320,0,393.0,0
9500,141.03190294372118,30,320,0,395.0,0
9556,118.50139294372121,30,320,0,395.56,3
9600,101.08721294372123,30,320,0,396.0,0
9900,-18.161967056278733,30,320,0,399.0,0
10000,-57.71172705627873,30,320,0,400.0,0
10200,478.0681074537406,30,320,0,402.0,0
10300,437.8193274537402,30,320,0,403.0,0
10400,397.4705074537402,30,320,0,404.0,0
10600,316.06690745374027,30,320,0,406.0,0
10800,235.0752574537401,30,320,0,408.0,0
10877,203.63048745374022,30,320,0,408.77,3
11000,153.27754745374023,30,320,0,410.0,0
11200,70.66780745374024,30,320,0,412.0,0
11300,29.830917453740255,30,320,0,413.0,0
11400,-11.931952546259723,30,320,0,414.0,0
11500,-52.966842546259734,30,320,0,415.0,0
11600,467.84085163708266,39,341,0,416.0,0
11700,426.6079916370824,39,341,0,417.0,0
11800,384.44114163708264,39,341,0,418.0,0
11900,342.59125163708245,39,341,0,419.0,0
12000,300.6413916370824,39,341,0,420.0,0
