Time,Obstacle Distance,Obstacle Size,Is High,Dino Y,Velocity,Action
200,530.0073999999998,34,346,0,302.0,0
300,499.7585299999996,34,346,0,303.0,0
400,469.10571000000004,34,346,0,304.0,0
500,438.6559600000001,34,346,0,305.0,0
600,408.10617,34,346,0,306.0,0
700,377.45637999999997,34,346,0,307.0,0
800,346.7066,34,346,0,308.0,0
1000,284.90693000000005,34,346,0,310.0,0
1100,253.85711000000003,34,346,0,311.0,0
1200,222.7073100000003,34,346,0,312.0,0
1300,191.77050000000037,34,346,0,313.0,0
1450,144.39529000000036,34,346,0,314.5,1
1500,128.9728700000003,34,346,13.769249999999998,315.0,0
1800,33.70843000000025,34,346,58.848000000000006,318.0,0
1900,1.8586100000002403,34,346,58.7865,319.0,0
2000,-30.09120999999975,34,346,51.225,320.0,0
2100,146.03182387187618,32,348,36.35399999999999,321.0,0
2200,113.88304387187623,32,348,13.870499999999996,322.0,0
2296,82.92611387187623,32,348,0,322.96,1
2300,81.31124387187623,32,348,1.48725,323.0,0
2400,49.28543387187625,32,348,27.080999999999996,324.0,0
2700,-48.687966128123705,32,348,59.7465,327.0,0
2800,177.58030220186978,37,343,55.64025,328.0,0
2900,144.40252220186974,37,343,43.87725,329.0,0
3000,111.45272220186982,37,343,24.69224999999999,330.0,0
3100,78.40293220186982,37,343,0,331.0,0
3146,63.49790220186988,37,343,0,331.46,1
3200,45.25313220186986,37,343,15.332249999999995,332.0,0
