Time,Obstacle Distance,Obstacle Height,Obstacle Size,Velocity,Dino Jumping,Dino Ducking,Action
200,533.310546875,351.0,29.0,302.0,0.0,0.0,2
300,503.0615234375,351.0,29.0,303.0,0.0,0.0,2
400,472.7124938964844,351.0,29.0,304.0,0.0,0.0,2
500,442.5684509277344,351.0,29.0,305.0,0.0,0.0,2
700,381.37225341796875,351.0,29.0,307.0,0.0,0.0,2
800,350.3161926269531,351.0,29.0,308.0,0.0,0.0,2
900,319.4671630859375,351.0,29.0,309.0,0.0,0.0,2
1000,288.5182189941406,351.0,29.0,310.0,0.0,0.0,2
1200,226.32034301757812,351.0,29.0,312.0,0.0,0.0,2
1300,195.07142639160156,351.0,29.0,313.0,0.0,0.0,2
1500,132.27345275878906,351.0,29.0,315.0,0.0,0.0,2
1535,120.92735290527344,351.0,29.0,315.3500061035156,1.0,0.0,0
1800,37.00864028930664,351.0,29.0,318.0,1.0,0.0,2
1900,5.158689975738525,351.0,29.0,319.0,1.0,0.0,2
2000,341.46539306640625,346.0,34.0,320.0,1.0,0.0,2
2100,309.7364501953125,346.0,34.0,321.0,1.0,0.0,2
2200,277.9085693359375,346.0,34.0,322.0,1.0,0.0,2
2400,212.9866943359375,346.0,34.0,324.0,0.0,0.0,2
2500,180.86175537109375,346.0,34.0,325.0,0.0,0.0,2
2600,147.98684692382812,346.0,34.0,326.0,0.0,0.0,2
2700,115.66390991210938,346.0,34.0,327.0,0.0,0.0,2
2879,56.972572326660156,346.0,34.0,328.7900085449219,1.0,0.0,0
