Time,Obstacle Distance,Obstacle Size,Is High,Dino Y,Velocity,Action
700,523.6806099999995,27,353,0,307.0,0
800,492.93136999999945,27,353,0,308.0,0
1000,431.44313999999923,27,353,0,310.0,0
1100,400.0840499999992,27,353,0,311.0,0
1400,306.33655999999894,27,353,0,314.0,0
1894,150.00492999999886,27,353,0,318.94,1
2000,116.14200999999886,27,353,27.495,320.0,0
2200,51.943829999998854,27,353,56.431499999999986,322.0,0
2608,435.6528730362498,27,353,22.683749999999954,326.08,2
2700,404.95899303624975,27,353,0,327.0,0
2900,339.68792303624974,27,353,0,329.0,0
3200,240.54076303624993,27,353,0,332.0,0
3400,173.94255303624993,27,353,0,334.0,0
3454,155.89246303624992,27,353,0,334.54,1
3500,140.1584730362499,27,353,13.233750000000002,335.0,0
3600,106.94439303624995,27,353,35.68875,336.0,0
3800,39.54628303624986,27,353,58.63049999999999,338.0,0
3900,5.697223036249881,27,353,58.85099999999998,339.0,0
3917,0.27210303624988796,27,353,58.19099999999995,339.17,2
4000,-28.25184696375011,27,353,45.237499999999955,340.0,0
4200,474.6889303003461,24,356,0,342.0,0
4500,371.6418503003461,24,356,0,345.0,0
4600,337.0927803003462,24,356,0,346.0,0
4700,302.09674030034614,24,356,0,347.0,0
4800,267.6947003003462,24,356,0,348.0,0
4900,232.8456103003461,24,356,0,349.0,0
5000,197.89654030034626,24,356,0,350.0,0
5100,162.8474303003462,24,356,0,351.0,0
5182,134.0325903003462,24,356,0,351.82,1
5400,57.100210300346134,24,356,47.40149999999998,354.0,0
5592,-10.33854969965384,24,356,59.644499999999994,355.92,2
5600,-13.897989699653834,24,356,59.424499999999995,356.0,0
5800,251.7557097303768,30,350,2.691999999999978,358.0,0
6012,175.6369897303766,30,350,0,360.12,1
6100,143.90852973037659,30,350,23.42550000000001,361.0,0
6200,107.75945973037656,30,350,42.99524999999999,362.0,0
6400,35.161109730376666,30,350,59.618999999999964,364.0,0
6464,11.845239730376662,30,350,58.60874999999993,364.64,2
6500,-1.2879302696233452,30,350,55.49224999999993,365.0,0
6700,444.47119075367374,30,320,0,367.0,0
6900,370.87317075367383,30,320,0,369.0,0
7100,296.8750207536738,30,320,0,371.0,0
7200,259.72600075367376,30,320,0,372.0,0
7400,184.75386075367376,30,320,0,374.0,0
7438,170.90896075367377,30,320,0,374.38,2
7500,147.67872075367382,30,320,0,375.0,0
7600,109.7536307536738,30,320,0,376.0,0
7700,72.10356075367378,30,320,0,377.0,0
7800,34.35349075367377,30,320,0,378.0,0
8285,466.5472310322757,30,320,0,382.85,2
8500,384.00545103227546,30,320,0,385.0,0
8562,360.1168210322755,30,320,0,385.62,2
8600,345.0703810322756,30,320,0,386.0,0
8700,306.80732103227575,30,320,0,387.0,0
8780,276.20387103227574,30,320,0,387.8,2
8800,268.05827103227574,30,320,0,388.0,0
8998,191.04005103227567,30,320,0,389.98,2
9100,151.60188103227583,30,320,0,391.0,0
9300,72.81255103227585,30,320,0,393.0,0
9400,33.46348103227582,30,320,0,394.0,0
9500,-5.985628967724189,30,320,0,395.0,0
9600,-45.53476896772418,30,320,0,396.0,0
9800,308.3783383751952,38,342,0,398.0,0
10000,228.58018837519518,38,342,0,400.0,0
10178,157.2234683751951,38,342,0,401.78,1
10200,148.38206837519513,38,342,6.399000000000001,402.0,0
10300,107.73001837519513,38,342,31.127250000000018,403.0,0
10500,26.929898375195094,38,342,57.518249999999995,405.0,0
10700,-53.86320162480492,38,342,54.00375000000001,407.0,0
11000,301.4373702150861,33,347,0,410.0,0
11500,95.60678021508588,33,347,0,415.0,0
