Time,Obstacle Distance,Obstacle Height,Obstacle Size,Velocity,Dino Jumping,Dino Ducking,Action
300,538.280517578125,340.0,40.0,303.0,0.0,0.0,2
400,508.2354431152344,340.0,40.0,304.0,0.0,0.0,2
600,447.2401123046875,340.0,40.0,306.0,0.0,0.0,2
800,385.2287902832031,340.0,40.0,308.0,0.0,0.0,2
900,354.68817138671875,340.0,40.0,309.0,0.0,0.0,2
1200,261.2302551269531,340.0,40.0,312.0,0.0,0.0,2
1400,198.94517517089844,340.0,40.0,314.0,0.0,0.0,2
1576,143.5282440185547,340.0,40.0,315.760009765625,1.0,0.0,0
1600,135.63150024414062,340.0,40.0,316.0,1.0,0.0,2
1800,72.55039978027344,340.0,40.0,318.0,1.0,0.0,2
1900,41.02082061767578,340.0,40.0,319.0,1.0,0.0,2
2100,180.94480895996094,342.0,38.0,321.0,1.0,0.0,2
2390,88.08342742919922,342.0,38.0,323.8999938964844,1.0,0.0,0
2400,84.52009582519531,342.0,38.0,324.0,1.0,0.0,2
2700,381.10821533203125,344.0,36.0,327.0,1.0,0.0,2
2900,316.49603271484375,344.0,36.0,329.0,1.0,0.0,2
3100,250.4969940185547,344.0,36.0,331.0,1.0,0.0,2
3200,217.34751892089844,344.0,36.0,332.0,0.0,0.0,2
3419,145.06918334960938,344.0,36.0,334.19000244140625,1.0,0.0,0
3500,117.29898834228516,344.0,36.0,335.0,1.0,0.0,2
3600,83.7496109008789,344.0,36.0,336.0,1.0,0.0,2
3900,491.394775390625,320.0,30.0,339.0,1.0,0.0,2
4000,457.7864074707031,320.0,30.0,340.0,1.0,0.0,2
4100,424.0784606933594,320.0,30.0,341.0,1.0,0.0,2
4300,355.338623046875,320.0,30.0,343.0,0.0,0.0,2
4341,341.6108703613281,320.0,30.0,343.4100036621094,0.0,1.0,1
4600,252.6820831298828,320.0,30.0,346.0,0.0,1.0,2
4700,217.6875762939453,320.0,30.0,347.0,0.0,1.0,2
4800,182.9391632080078,320.0,30.0,348.0,0.0,1.0,2
4900,148.09075927734375,320.0,30.0,349.0,0.0,1.0,2
5000,113.14228820800781,320.0,30.0,350.0,0.0,1.0,2
5100,78.0938720703125,320.0,30.0,351.0,0.0,1.0,2
5200,42.59345245361328,320.0,30.0,352.0,0.0,1.0,2
5400,377.3411560058594,320.0,30.0,354.0,0.0,1.0,2
5800,235.65316772460938,320.0,30.0,358.0,0.0,0.0,2
5890,203.3932647705078,320.0,30.0,358.8999938964844,0.0,1.0,1
6300,56.13200378417969,320.0,30.0,363.0,0.0,1.0,2
7300,302.5090026855469,320.0,30.0,373.0,0.0,0.0,2
7357,280.85955810546875,320.0,30.0,373.57000732421875,0.0,1.0,1
7700,151.7653045654297,320.0,30.0,377.0,0.0,1.0,2
7800,114.01593017578125,320.0,30.0,378.0,0.0,1.0,2
8200,615.3186645507812,320.0,30.0,382.0,0.0,1.0,2
9021,299.86865234375,320.0,30.0,390.2099914550781,0.0,1.0,1
9300,190.6143798828125,320.0,30.0,393.0,0.0,1.0,2
9400,151.26544189453125,320.0,30.0,394.0,0.0,1.0,2
10177,143.3927001953125,342.0,38.0,401.7699890136719,1.0,0.0,0
10200,134.14979553222656,342.0,38.0,402.0,1.0,0.0,2
10600,526.020263671875,348.0,32.0,406.0,1.0,0.0,2
