Time,Obstacle Distance,Obstacle Size,Is High,Dino Y,Velocity,Action
800,414.2354499999995,31,349,0,308.0,0
809,411.4631999999996,31,349,0,308.09,3
900,383.3869999999995,31,349,0,309.0,0
1014,347.78763999999944,31,349,0,310.14,3
1180,296.1675299999996,31,349,0,311.8,3
1300,258.6802899999996,31,349,0,313.0,0
1330,249.28599999999966,31,349,0,313.3,3
1500,196.19633999999922,31,349,0,315.0,0
1600,164.33209999999923,31,349,0,316.0,0
1684,137.7534099999992,31,349,0,316.84,3
1700,132.6828199999992,31,349,0,317.0,0
1803,99.97945999999916,31,349,0,318.03,1
2100,5.085319999998944,31,349,55.71224999999999,321.0,0
2271,-49.30532000000107,31,349,57.890999999999956,322.71,3
2400,208.44710544064588,30,320,29.900999999999954,324.0,0
2500,176.32374544064592,30,320,0,325.0,0
2700,110.47450544064594,30,320,0,327.0,0
2800,78.05295544064603,30,320,0,328.0,0
3300,395.6525252198783,24,356,0,333.0,0
3600,295.6383452198784,24,356,0,336.0,0
3700,261.6523352198783,24,356,0,337.0,0
3900,194.05226521987845,24,356,0,339.0,0
4000,160.10229521987844,24,356,0,340.0,0
4100,126.3932652198784,24,356,0,341.0,0
4158,106.59899521987842,24,356,0,341.58,2
