Time,Obstacle Distance,Obstacle Size,Is High,Dino Y,Velocity,Action
1400,524.8781199999997,37,343,0,314.0,0
1500,493.4300599999999,37,343,0,315.0,0
1600,462.19800999999984,37,343,0,316.0,0
1885,371.42170999999973,37,343,0,318.85,1
2200,270.1720399999998,37,343,56.87174999999999,322.0,0
2400,205.5742599999998,37,343,54.188250000000004,324.0,0
2451,189.36233999999982,37,343,48.83175,324.51,3
2725,100.07111999999972,37,343,0,327.25,1
2800,75.50072999999969,37,343,20.276999999999997,328.0,0
3086,-19.041060000000357,37,343,58.93799999999998,330.86,3
3431,132.04454771321463,25,355,0,334.31,1
3500,108.95481771321465,25,355,18.8175,335.0,0
3700,41.7592377132146,25,355,53.199,337.0,0
3779,15.444437713214612,25,355,58.468500000000006,337.79,3
4900,230.4309183453857,30,320,0,349.0,0
5000,195.83169834538572,30,320,0,350.0,0
5109,157.27283834538568,30,320,0,351.09000000000003,3
5200,125.63456834538573,30,320,0,352.0,0
5800,239.30896368380502,30,320,0,358.0,0
6032,155.62922368380507,30,320,0,360.32,3
6300,58.3450436838051,30,320,0,363.0,0
6500,-14.08923631619492,30,320,0,365.0,0
6848,448.5603289757146,36,344,0,368.48,3
7000,392.0681089757146,36,344,0,370.0,0
7062,369.8506889757147,36,344,0,370.62,3
7100,355.0189789757147,36,344,0,371.0,0
7268,292.9239389757145,36,344,0,372.68,3
7500,205.82172897571485,36,344,0,375.0,0
7600,169.0245189757148,36,344,0,376.0,0
7700,130.6233589757148,36,344,0,377.0,0
7761,108.36342897571478,36,344,0,377.61,1
8189,-54.92128102428518,36,344,59.27924999999997,381.89,3
8200,-58.74061102428518,36,344,58.896749999999976,382.0,0
8400,184.78929778981907,30,320,0,384.0,0
8500,145.95618778981907,30,320,0,385.0,0
9200,498.8546926282728,36,344,0,392.0,0
9400,419.86356262827206,36,344,0,394.0,0
9415,413.95256262827206,36,344,0,394.15,3
9600,340.86531262827214,36,344,0,396.0,0
9700,301.2162826282721,36,344,0,397.0,0
9800,261.06912262827205,36,344,0,398.0,0
10088,146.43051262827177,36,344,0,400.88,1
10544,-37.00130737172832,36,344,58.46099999999999,405.44,3
