Time,Obstacle Distance,Obstacle Size,Is High,Dino Y,Velocity,Action
600,546.7057300000001,30,350,0,306.0,0
1100,392.4650799999991,30,350,0,311.0,0
1200,361.31692999999893,30,350,0,312.0,0
1400,298.7205999999989,30,350,0,314.0,0
1500,266.95755999999886,30,350,0,315.0,0
1833,161.82943999999924,30,350,0,318.33,1
2100,76.16298999999918,30,350,53.24625000000001,321.0,0
2300,11.764879999999195,30,350,57.887999999999984,323.0,0
2511,-56.608830000000786,30,350,30.25725,325.11,3
2700,227.19642570512923,21,359,0,327.0,0
2800,194.12038570512925,21,359,0,328.0,0
2900,161.27128570512926,21,359,0,329.0,0
3048,112.47111570512934,21,359,0,330.48,1
3200,62.12405570512934,21,359,36.8145,332.0,0
3358,9.87826570512938,21,359,56.646750000000004,333.58,3
3700,193.93908412714916,30,350,0,337.0,0
3800,160.19005412714912,30,350,0,338.0,0
3894,128.3747941271491,30,350,0,338.94,1
3900,126.68000412714912,30,350,1.48575,339.0,0
4000,92.39167412714914,30,350,27.480000000000008,340.0,0
4262,2.9709141271490864,30,350,59.30100000000001,342.62,3
4400,-44.40460587285091,30,350,38.43300000000001,344.0,0
4500,478.59860006561837,20,360,0,345.0,0
4600,444.0495800656183,20,360,0,346.0,0
4700,409.40057006561824,20,360,0,347.0,0
4825,365.9485500656183,20,360,0,348.25,3
4900,339.8022700656182,20,360,0,349.0,0
5000,305.2032100656181,20,360,0,350.0,0
5200,234.65510006561834,20,360,0,352.0,0
5300,199.4060600656183,20,360,0,353.0,0
5400,164.0570300656183,20,360,0,354.0,0
5453,145.2813900656183,20,360,0,354.53,1
5600,93.05873006561833,20,360,35.87325,356.0,0
5785,27.029320065618293,20,360,57.993749999999956,357.85,3
5800,21.660570065618302,20,360,58.433749999999954,358.0,0
6100,150.35388802718987,38,342,0,361.0,0
6191,117.82335802718984,38,342,0,361.91,1
6200,114.56583802718987,38,342,2.6617499999999996,362.0,0
6300,78.31677802718991,38,342,28.157249999999998,363.0,0
6599,-30.66440197281016,38,342,59.652,365.99,3
6700,499.1475101167157,30,350,46.018499999999996,367.0,0
6800,462.76646011671573,30,350,7.919499999999994,368.0,0
7300,277.15324011671544,30,350,0,373.0,0
7500,202.35505011671546,30,350,0,375.0,0
7670,138.4621601167155,30,350,0,376.7,1
7700,127.1569201167155,30,350,8.637,377.0,0
7800,89.40788011671549,30,350,32.559,378.0,0
7900,51.558820116715495,30,350,48.97949999999997,379.0,0
8100,-24.05836988328454,30,350,59.33924999999999,381.0,0
8105,-26.344439883284544,30,350,59.18999999999999,381.05,3
8400,409.11259477280845,30,320,0,384.0,0
8500,371.0484247728085,30,320,0,385.0,0
8700,293.4653047728084,30,320,0,387.0,0
8900,215.86719477280826,30,320,0,389.0,0
8940,200.68896477280828,30,320,0,389.4,3
9100,137.8690647728083,30,320,0,391.0,0
9200,98.72006477280831,30,320,0,392.0,0
9600,-58.87633522719174,30,320,0,396.0,0
9800,182.04711937926368,26,354,0,398.0,0
9900,142.5966893792637,26,354,0,399.0,0
9910,138.2072893792637,26,354,0,399.1,1
10100,62.59980937926353,26,354,43.097999999999985,401.0,0
10347,-37.151750620736436,26,354,59.018999999999956,403.47,3
10700,243.02735194052116,35,345,0,407.0,0
10983,127.85783194052118,35,345,0,409.83,1
11100,79.43022194052119,35,345,30.059250000000006,411.0,0
11359,-26.938948059478783,35,345,59.40149999999999,413.59000000000003,3
11830,126.04631634794808,35,345,0,418.3,1
11900,96.74327634794804,35,345,19.084500000000002,419.0,0
12170,-17.585423652051894,35,345,58.332000000000015,421.7,3
12400,258.26372097132355,30,320,1.7610000000000192,424.0,0
12500,215.39102097132366,30,320,0,425.0,0
12700,130.19381097132373,30,320,0,427.0,0
13100,-41.40040902867637,30,320,0,431.0,0
13200,567.3315764594741,32,348,0,432.0,0
13300,524.0830364594736,32,348,0,433.0,0
13337,508.0557264594738,32,348,0,433.37,3
13400,480.7344464594736,32,348,0,434.0,0
14200,130.34305645947424,32,348,0,442.0,0
14273,98.0514164594743,32,348,0,442.73,1
14400,41.7457764594743,32,348,31.894499999999994,444.0,0
14500,-2.702883540525683,32,348,48.49499999999998,445.0,0
14633,637.2894435457634,36,344,58.92524999999998,446.33000000000004,3
14800,562.168713545763,36,344,28.088749999999983,448.0,0
15200,382.17430354576186,36,344,0,452.0,0
15705,152.64617354576183,36,344,0,457.05,1
16100,-27.74156645423816,36,344,59.483999999999995,461.0,0
16128,-41.11381645423816,36,344,59.28375,461.28,3
16626,133.8512032488142,30,350,0,466.26,1
16700,99.32158324881416,30,350,20.054999999999996,467.0,0
16800,52.572913248814146,30,350,40.629749999999994,468.0,0
16986,-34.17573675118582,30,350,58.922249999999984,469.86,3
17400,145.44825917438064,35,345,0,474.0,0
17430,131.22420917438066,35,345,0,474.3,1
17500,97.99969917438062,35,345,19.079250000000002,475.0,0
17800,-44.94601082561972,35,345,59.226,478.0,0
18000,429.2813711339197,35,345,48.3615,480.0,0
18200,333.56440113391966,35,345,7.768500000000007,482.0,0
18525,175.90619113391972,35,345,0,485.25,1
19200,347.1837753526102,30,350,31.319999999999997,492.0,0
19400,247.6008353526101,30,350,0,494.0,0
19463,216.95413535261014,30,350,0,494.63,1
19500,198.15167535261014,30,350,10.825499999999998,495.0,0
19700,98.95342535261011,30,350,49.95674999999999,497.0,0
19800,50.200255352610114,30,350,58.17899999999998,498.0,0
19900,-0.14620464738985106,30,350,59.08949999999999,499.0,0
20200,455.8901736315901,31,349,16.440750000000012,502.0,0
20400,355.2912536315901,31,349,0,504.0,0
20700,204.15033363158966,31,349,0,507.0,0
20734,186.39983363158967,31,349,0,507.34000000000003,1
21000,51.095993631589536,31,349,53.046000000000014,510.0,0
21500,353.32715051642845,30,320,9.153750000000016,515.0,0
21600,301.77809051642856,30,320,0,516.0,0
21616,293.5209705164286,30,320,0,516.16,3
21700,250.12904051642857,30,320,0,517.0,0
22000,95.10192051642852,30,320,0,520.0,0
22700,420.1453167175345,28,352,0,527.0,0
22900,314.5472267175346,28,352,0,529.0,0
23000,261.59815671753444,28,352,0,530.0,0
23105,205.89404671753448,28,352,0,531.05,1
23500,-4.112173282465527,28,352,59.67000000000001,535.0,0
23600,-58.19625328246553,28,352,56.21625,536.0,0
23700,699.4544740875124,31,349,45.26024999999998,537.0,0
24300,375.45985408751324,31,349,0,543.0,0
24400,321.1107940875132,31,349,0,544.0,0
24515,258.4857740875134,31,349,0,545.15,1
24800,102.71449408751346,31,349,54.80775000000002,548.0,0
24900,47.86542408751342,31,349,59.60250000000001,549.0,0
25000,-7.083725912486614,31,349,56.89125000000001,550.0,0
25100,485.34228502492715,33,347,46.685999999999986,551.0,0
25500,264.1455650249269,33,347,0,555.0,0
25549,236.93902502492682,33,347,0,555.49,1
25600,208.5965250249268,33,347,14.28525,556.0,0
25700,152.94740502492678,33,347,36.62625000000001,557.0,0
25800,97.19833502492673,33,347,51.471000000000004,558.0,0
25900,41.349265024926694,33,347,58.81574999999998,559.0,0
26000,-14.599864975073274,33,347,58.65599999999999,560.0,0
26200,362.3912236521863,30,350,35.841750000000026,562.0,0
26400,249.79310365218635,30,350,0,564.0,0
26453,219.88750365218624,30,350,0,564.53,1
26600,136.7949336521862,30,350,35.879999999999995,566.0,0
27000,509.26747817575017,26,354,51.45224999999996,570.0,0
27300,337.82023817575,26,354,0,573.0,0
27400,280.47116817574994,26,354,0,574.0,0
27483,232.79546817574982,26,354,0,574.8299999999999,1
27700,107.82398817574978,26,354,47.27174999999996,577.0,0
27900,-7.774161824250243,26,354,59.56050000000001,579.0,0
28000,595.161579021103,35,345,54.45375000000002,580.0,0
28100,537.693529021103,35,345,42.01425000000002,581.0,0
28600,245.36685902110258,35,345,0,586.0,0
28622,232.47265902110257,35,345,0,586.22,1
28800,128.55653902110254,35,345,41.196000000000005,588.0,0
28900,69.11926902110253,35,345,54.16575,589.0,0
29000,10.169989021102552,35,345,59.46975000000001,590.0,0
29100,-48.28826097889748,35,345,57.33599999999999,591.0,0
29200,530.6481180667054,37,343,47.58524999999999,592.0,0
29241,506.9604280667056,37,343,41.6085,592.4100000000001,3
29300,471.3988780667055,37,343,27.110999999999994,593.0,0
29691,239.37104806670493,37,343,0,596.9100000000001,1
29800,174.250248066705,37,343,28.134000000000004,598.0,0
30035,33.447778066705,37,343,58.45874999999998,600.35,3
30300,700.3546984795415,38,342,0,603.0,0
30800,399.43068847954163,38,342,0,608.0,0
30950,307.5134284795417,38,342,0,609.5,1
31200,154.21965847954155,38,342,51.35175,612.0,0
31500,-29.82631152045839,38,342,50.75400000000002,615.0,3
31700,420.68906507245487,30,320,0,617.0,0
31800,358.9404550724546,30,320,0,618.0,0
31900,297.09179507245443,30,320,0,619.0,0
31976,250.63961507245443,30,320,0,619.76,3
32200,110.94552507245459,30,320,0,622.0,0
32300,48.69691507245457,30,320,0,623.0,0
32800,637.099445456309,40,340,0,628.0,0
33000,511.30216545630867,40,340,0,630.0,0
33340,297.16195545630893,40,340,0,633.4000000000001,1
33500,195.05877545630872,40,340,38.3835,635.0,0
33700,67.86146545630865,40,340,58.98525,637.0,0
33898,-57.8190245436913,40,340,49.94249999999999,638.98,3
34100,401.911358329534,30,320,0,641.0,0
34574,97.60628832953392,30,320,0,645.74,3
34700,15.519538329533944,30,320,0,647.0,0
35000,534.1298987132743,31,349,0,650.0,0
35200,403.28070871327475,31,349,0,652.0,0
35501,207.2320887132746,31,349,0,655.01,1
35800,10.283548713274726,31,349,55.9095,658.0,0
36000,433.2385001870816,23,357,55.69649999999999,660.0,0
36287,244.0710901870816,23,357,3.2617499999999993,662.87,1
36300,235.45315018708163,23,357,0,663.0,0
36600,35.44211018708177,23,357,0,666.0,0
