Time,Obstacle Distance,Obstacle Height,Obstacle Size,Velocity,Dino Jumping,Dino Ducking,Action
100,562.858154296875,356.0,24.0,301.0,0.0,0.0,2
200,532.7091064453125,356.0,24.0,302.0,0.0,0.0,2
300,502.7631530761719,356.0,24.0,303.0,0.0,0.0,2
500,441.66217041015625,356.0,24.0,305.0,0.0,0.0,2
600,411.1131896972656,356.0,24.0,306.0,0.0,0.0,2
700,380.4642333984375,356.0,24.0,307.0,0.0,0.0,2
900,318.8662109375,356.0,24.0,309.0,0.0,0.0,2
1000,287.6072692871094,356.0,24.0,310.0,0.0,0.0,2
1300,194.47047424316406,356.0,24.0,313.0,0.0,0.0,2
1400,163.1215362548828,356.0,24.0,314.0,0.0,0.0,2
1500,131.672607421875,356.0,24.0,315.0,0.0,0.0,2
1566,110.86152648925781,356.0,24.0,315.6600036621094,1.0,0.0,0
1700,68.47469329833984,356.0,24.0,317.0,1.0,0.0,2
1900,4.876870155334473,356.0,24.0,319.0,1.0,0.0,2
2000,552.9832153320312,345.0,35.0,320.0,1.0,0.0,2
2200,489.4254150390625,345.0,35.0,322.0,1.0,0.0,2
2300,457.4984130859375,345.0,35.0,323.0,1.0,0.0,2
2600,359.82562255859375,345.0,35.0,326.0,0.0,0.0,2
2700,327.5026550292969,345.0,35.0,327.0,0.0,0.0,2
3000,228.9557647705078,345.0,35.0,330.0,0.0,0.0,2
3200,162.7578582763672,345.0,35.0,332.0,0.0,0.0,2
3411,92.48544311523438,345.0,35.0,334.1099853515625,1.0,0.0,0
3600,29.162010192871094,345.0,35.0,336.0,1.0,0.0,2
3700,494.9438171386719,345.0,35.0,337.0,1.0,0.0,2
3800,461.19482421875,345.0,35.0,338.0,1.0,0.0,2
4000,393.7342224121094,345.0,35.0,340.0,1.0,0.0,2
4100,360.0252685546875,345.0,35.0,341.0,1.0,0.0,2
4300,291.62738037109375,345.0,35.0,343.0,0.0,0.0,2
4400,257.2784118652344,345.0,35.0,344.0,0.0,0.0,2
4700,153.63157653808594,345.0,35.0,347.0,0.0,0.0,2
4833,107.39350128173828,345.0,35.0,348.3299865722656,1.0,0.0,0
5000,49.08469009399414,345.0,35.0,350.0,1.0,0.0,2
5100,14.035748481750488,345.0,35.0,351.0,1.0,0.0,2
5200,235.01406860351562,320.0,30.0,352.0,1.0,0.0,2
5300,199.41209411621094,320.0,30.0,353.0,1.0,0.0,2
5400,165.12229919433594,320.0,30.0,354.0,1.0,0.0,2
5461,143.51034545898438,320.0,30.0,354.6099853515625,1.0,1.0,1
5500,129.318359375,320.0,30.0,355.0,1.0,1.0,2
6000,541.9044189453125,344.0,36.0,360.0,0.0,1.0,2
6100,506.5751037597656,344.0,36.0,361.0,0.0,1.0,2
6300,434.1752624511719,344.0,36.0,363.0,0.0,1.0,2
6400,397.8253173828125,344.0,36.0,364.0,0.0,1.0,2
6500,361.7403564453125,344.0,36.0,365.0,0.0,1.0,2
6600,325.19140625,344.0,36.0,366.0,0.0,1.0,2
6700,288.90936279296875,344.0,36.0,367.0,0.0,1.0,2
6800,251.79342651367188,344.0,36.0,368.0,0.0,0.0,2
6900,214.94447326660156,344.0,36.0,369.0,0.0,0.0,2
7000,177.62551879882812,344.0,36.0,370.0,0.0,0.0,2
7014,172.81468200683594,344.0,36.0,370.1400146484375,1.0,0.0,0
7100,140.94659423828125,344.0,36.0,371.0,1.0,0.0,2
7300,66.54873657226562,344.0,36.0,373.0,1.0,0.0,2
7400,29.19980812072754,344.0,36.0,374.0,1.0,0.0,2
7800,459.1988220214844,349.0,31.0,378.0,1.0,0.0,2
7900,421.3498229980469,349.0,31.0,379.0,0.0,0.0,2
8000,383.0208435058594,349.0,31.0,380.0,0.0,0.0,2
8300,268.9540100097656,349.0,31.0,383.0,0.0,0.0,2
8400,230.6050567626953,349.0,31.0,384.0,0.0,0.0,2
8500,191.77105712890625,349.0,31.0,385.0,0.0,0.0,2
8600,153.6071014404297,349.0,31.0,386.0,0.0,0.0,2
8661,130.04312133789062,349.0,31.0,386.6099853515625,1.0,0.0,0
8700,114.95812225341797,349.0,31.0,387.0,1.0,0.0,2
9000,436.58990478515625,354.0,26.0,390.0,1.0,0.0,2
9100,397.5409240722656,354.0,26.0,391.0,1.0,0.0,2
9200,359.5664367675781,354.0,26.0,392.0,1.0,0.0,2
9300,320.3175048828125,354.0,26.0,393.0,1.0,0.0,2
9700,162.3217010498047,354.0,26.0,397.0,0.0,0.0,2
9874,93.49286651611328,354.0,26.0,398.739990234375,1.0,0.0,0
10000,42.37482833862305,354.0,26.0,400.0,1.0,0.0,2
10300,362.19635009765625,349.0,31.0,403.0,1.0,0.0,2
10400,321.44342041015625,349.0,31.0,404.0,1.0,0.0,2
10500,281.3984375,349.0,31.0,405.0,1.0,0.0,2
10809,155.37123107910156,349.0,31.0,408.0899963378906,1.0,0.0,0
10900,118.60269927978516,349.0,31.0,409.0,1.0,0.0,2
11000,77.65374755859375,349.0,31.0,410.0,1.0,0.0,2
11200,288.2541198730469,343.0,37.0,412.0,1.0,0.0,2
11300,247.0051727294922,343.0,37.0,413.0,1.0,0.0,2
11500,164.62059020996094,343.0,37.0,415.0,1.0,0.0,2
11592,126.39920043945312,343.0,37.0,415.9200134277344,1.0,0.0,0
11600,122.65560913085938,343.0,37.0,416.0,1.0,0.0,2
11800,39.67374801635742,343.0,37.0,418.0,0.0,0.0,2
