Time,Obstacle Distance,Obstacle Height,Obstacle Size,Velocity,Dino Jumping,Dino Ducking,Action
400,520.607177734375,350.0,30.0,304.0,0.0,0.0,2
800,398.20947265625,350.0,30.0,308.0,0.0,0.0,2
1100,305.6718444824219,350.0,30.0,311.0,0.0,0.0,2
1300,243.27496337890625,350.0,30.0,313.0,0.0,0.0,2
1500,180.16314697265625,350.0,30.0,315.0,0.0,0.0,2
1815,80.76213836669922,350.0,30.0,318.1499938964844,1.0,0.0,0
1900,53.684600830078125,350.0,30.0,319.0,1.0,0.0,2
2000,21.736190795898438,350.0,30.0,320.0,1.0,0.0,2
2100,351.0581970214844,320.0,30.0,321.0,1.0,0.0,2
2300,287.3059387207031,320.0,30.0,323.0,1.0,0.0,2
2400,255.60450744628906,320.0,30.0,324.0,1.0,0.0,2
2500,222.5071258544922,320.0,30.0,325.0,1.0,0.0,2
2600,190.28359985351562,320.0,30.0,326.0,1.0,0.0,2
2698,158.28912353515625,320.0,30.0,326.9800109863281,0.0,1.0,1
3400,305.34442138671875,355.0,25.0,334.0,0.0,1.0,2
3600,238.3457794189453,355.0,25.0,336.0,0.0,0.0,2
3800,171.28453063964844,355.0,25.0,338.0,0.0,0.0,2
3900,137.0970001220703,355.0,25.0,339.0,0.0,0.0,2
3955,118.43724822998047,355.0,25.0,339.54998779296875,1.0,0.0,0
4400,312.79620361328125,345.0,35.0,344.0,1.0,0.0,2
4800,175.43685913085938,345.0,35.0,348.0,0.0,0.0,2
4874,149.65859985351562,345.0,35.0,348.739990234375,1.0,0.0,0
5000,105.63996124267578,345.0,35.0,350.0,1.0,0.0,2
5100,70.24048614501953,345.0,35.0,351.0,1.0,0.0,2
5300,0.19458378851413727,345.0,35.0,353.0,1.0,0.0,2
5500,306.1672058105469,353.0,27.0,355.0,1.0,0.0,2
5600,270.6177978515625,353.0,27.0,356.0,1.0,0.0,2
5700,234.96847534179688,353.0,27.0,357.0,0.0,0.0,2
5883,170.1888427734375,353.0,27.0,358.8299865722656,1.0,0.0,0
5900,163.3697509765625,353.0,27.0,359.0,1.0,0.0,2
6000,127.78024291992188,353.0,27.0,360.0,1.0,0.0,2
6400,607.5953979492188,347.0,33.0,364.0,1.0,0.0,2
6800,461.92822265625,347.0,33.0,368.0,0.0,0.0,2
6900,425.0787048339844,347.0,33.0,369.0,0.0,0.0,2
7100,351.0799560546875,347.0,33.0,371.0,0.0,0.0,2
7400,240.07965087890625,347.0,33.0,374.0,0.0,0.0,2
7451,220.2449493408203,347.0,33.0,374.510009765625,1.0,0.0,0
7500,202.25730895996094,347.0,33.0,375.0,1.0,0.0,2
8000,13.89492416381836,347.0,33.0,380.0,1.0,0.0,2
8200,559.9368286132812,320.0,30.0,382.0,1.0,0.0,2
8300,522.070556640625,320.0,30.0,383.0,0.0,0.0,2
8400,483.338134765625,320.0,30.0,384.0,0.0,0.0,2
8501,444.5037536621094,320.0,30.0,385.010009765625,0.0,1.0,1
8600,406.7254638671875,320.0,30.0,386.0,0.0,1.0,2
8800,328.94061279296875,320.0,30.0,388.0,0.0,1.0,2
8900,290.09124755859375,320.0,30.0,389.0,0.0,1.0,2
9200,173.33494567871094,320.0,30.0,392.0,0.0,1.0,2
9300,134.0863494873047,320.0,30.0,393.0,0.0,1.0,2
9500,54.89410400390625,320.0,30.0,395.0,0.0,1.0,2
9800,366.1386413574219,350.0,30.0,398.0,0.0,1.0,2
10100,245.89453125,350.0,30.0,401.0,0.0,0.0,2
10326,155.8223114013672,350.0,30.0,403.260009765625,1.0,0.0,0
10700,3.501371145248413,350.0,30.0,407.0,1.0,0.0,2
11856,181.16009521484375,352.0,28.0,418.55999755859375,1.0,0.0,0
11900,161.89706420898438,352.0,28.0,419.0,1.0,0.0,2
12300,642.7808227539062,350.0,30.0,423.0,1.0,0.0,2
12374,611.4529418945312,350.0,30.0,423.739990234375,1.0,1.0,1
12900,389.31353759765625,350.0,30.0,429.0,0.0,1.0,2
13527,118.81185150146484,350.0,30.0,435.2699890136719,1.0,0.0,0
13700,42.927974700927734,350.0,30.0,437.0,1.0,0.0,2
14328,139.31787109375,342.0,38.0,443.2799987792969,1.0,0.0,0
14800,309.2279052734375,360.0,20.0,448.0,1.0,0.0,2
15000,220.33059692382812,360.0,20.0,450.0,1.0,0.0,2
15149,152.72323608398438,360.0,20.0,451.489990234375,1.0,0.0,0
15200,129.23345947265625,360.0,20.0,452.0,1.0,0.0,2
15300,84.89085388183594,360.0,20.0,453.0,1.0,0.0,2
15900,240.1925506591797,355.0,25.0,459.0,1.0,0.0,2
16000,194.24417114257812,355.0,25.0,460.0,0.0,0.0,2
16086,154.64869689941406,355.0,25.0,460.8599853515625,1.0,0.0,0
16400,9.451523780822754,355.0,25.0,464.0,1.0,0.0,2
16700,504.4124450683594,341.0,39.0,467.0,1.0,0.0,2
16800,458.599365234375,341.0,39.0,468.0,1.0,0.0,2
16900,411.2832946777344,341.0,39.0,469.0,0.0,0.0,2
17200,269.66717529296875,341.0,39.0,472.0,0.0,0.0,2
17300,222.89126586914062,341.0,39.0,473.0,0.0,0.0,2
17421,165.1134796142578,341.0,39.0,474.2099914550781,1.0,0.0,0
17800,464.2486877441406,341.0,39.0,478.0,1.0,0.0,2
18200,274.6483154296875,341.0,39.0,482.0,1.0,0.0,2
18456,150.93212890625,341.0,39.0,484.55999755859375,1.0,0.0,0
19400,448.921142578125,320.0,30.0,494.0,0.0,0.0,2
19500,399.47283935546875,320.0,30.0,495.0,0.0,0.0,2
19700,300.2760314941406,320.0,30.0,497.0,0.0,0.0,2
19716,291.82586669921875,320.0,30.0,497.1600036621094,0.0,1.0,1
19900,200.18040466308594,320.0,30.0,499.0,0.0,1.0,2
20000,150.23101806640625,320.0,30.0,500.0,0.0,1.0,2
20200,50.03239822387695,320.0,30.0,502.0,0.0,1.0,2
20400,635.86376953125,360.0,20.0,504.0,0.0,1.0,2
20700,486.2350158691406,360.0,20.0,507.0,0.0,0.0,2
20800,434.97869873046875,360.0,20.0,508.0,0.0,0.0,2
21000,333.1800537109375,360.0,20.0,510.0,0.0,0.0,2
21155,254.0108184814453,360.0,20.0,511.54998779296875,1.0,0.0,0
21300,180.24493408203125,360.0,20.0,513.0,1.0,0.0,2
21400,128.38253784179688,360.0,20.0,514.0,1.0,0.0,2
21500,76.93309783935547,360.0,20.0,515.0,1.0,0.0,2
21600,25.383716583251953,360.0,20.0,516.0,1.0,0.0,2
21700,577.6708374023438,320.0,30.0,517.0,1.0,0.0,2
21900,475.1081237792969,320.0,30.0,519.0,1.0,0.0,2
22100,371.1094665527344,320.0,30.0,521.0,0.0,0.0,2
22278,278.2142028808594,320.0,30.0,522.780029296875,0.0,1.0,1
22600,109.88856506347656,320.0,30.0,526.0,0.0,1.0,2
22700,57.24000549316406,320.0,30.0,527.0,0.0,1.0,2
22800,4.491645812988281,320.0,30.0,528.0,0.0,1.0,2
22900,545.15869140625,348.0,32.0,529.0,0.0,1.0,2
23000,493.7979736328125,348.0,32.0,530.0,0.0,0.0,2
23414,272.9936218261719,348.0,32.0,534.1400146484375,1.0,0.0,0
23600,173.4716339111328,348.0,32.0,536.0,1.0,0.0,2
23700,119.82225799560547,348.0,32.0,537.0,1.0,0.0,2
24200,655.2984008789062,359.0,21.0,542.0,1.0,0.0,2
24300,601.0488891601562,359.0,21.0,543.0,0.0,0.0,2
24400,546.6995849609375,359.0,21.0,544.0,0.0,0.0,2
24600,437.7010192871094,359.0,21.0,546.0,0.0,0.0,2
24800,328.3021545410156,359.0,21.0,548.0,0.0,0.0,2
24905,271.8055725097656,359.0,21.0,549.0499877929688,1.0,0.0,0
25000,219.602783203125,359.0,21.0,550.0,1.0,0.0,2
25100,164.00401306152344,359.0,21.0,551.0,1.0,0.0,2
25600,636.5829467773438,343.0,37.0,556.0,1.0,0.0,2
25700,580.9341430664062,343.0,37.0,557.0,1.0,0.0,2
25900,469.8956298828125,343.0,37.0,559.0,0.0,0.0,2
26100,357.9001159667969,343.0,37.0,561.0,0.0,0.0,2
26282,255.63644409179688,343.0,37.0,562.8200073242188,1.0,0.0,0
26300,244.9414520263672,343.0,37.0,563.0,1.0,0.0,2
26800,756.3429565429688,320.0,30.0,568.0,1.0,0.0,2
26900,701.2002563476562,320.0,30.0,569.0,1.0,0.0,2
27200,529.4847412109375,320.0,30.0,572.0,0.0,0.0,2
27300,471.6628723144531,320.0,30.0,573.0,0.0,0.0,2
