Time,Obstacle Distance,Obstacle Height,Obstacle Size,Velocity,Dino Jumping,Dino Ducking,Action
400,507.6268005371094,346.0,34.0,304.0,0.0,0.0,2
600,446.9337158203125,346.0,34.0,306.0,0.0,0.0,2
900,354.6874694824219,346.0,34.0,309.0,0.0,0.0,2
1100,292.69049072265625,346.0,34.0,311.0,0.0,0.0,2
1400,198.6302490234375,346.0,34.0,314.0,0.0,0.0,2
1500,167.4958038330078,346.0,34.0,315.0,0.0,0.0,2
1700,103.98175048828125,346.0,34.0,317.0,0.0,0.0,2
1717,98.9085693359375,346.0,34.0,317.1700134277344,1.0,0.0,0
2000,8.753279685974121,346.0,34.0,320.0,1.0,0.0,2
2300,251.64828491210938,356.0,24.0,323.0,1.0,0.0,2
2600,154.62603759765625,356.0,24.0,326.0,0.0,0.0,2
2779,96.11442565917969,356.0,24.0,327.7900085449219,1.0,0.0,0
2800,89.22893524169922,356.0,24.0,328.0,1.0,0.0,2
3100,427.5666198730469,320.0,30.0,331.0,1.0,0.0,2
3345,347.5076599121094,320.0,30.0,333.45001220703125,1.0,1.0,1
3400,328.4861755371094,320.0,30.0,334.0,1.0,1.0,2
3500,295.7068176269531,320.0,30.0,335.0,0.0,1.0,2
3700,228.51177978515625,320.0,30.0,337.0,0.0,1.0,2
3800,194.7644500732422,320.0,30.0,338.0,0.0,1.0,2
4100,92.5811767578125,320.0,30.0,341.0,0.0,1.0,2
4400,429.6132507324219,320.0,30.0,344.0,0.0,1.0,2
4700,327.00531005859375,320.0,30.0,347.0,0.0,1.0,2
4800,291.9089660644531,320.0,30.0,348.0,0.0,1.0,2
5000,222.1101837158203,320.0,30.0,350.0,0.0,1.0,2
5200,151.9110870361328,320.0,30.0,352.0,0.0,1.0,2
5400,81.66597747802734,320.0,30.0,354.0,0.0,1.0,2
5500,46.2174186706543,320.0,30.0,355.0,0.0,1.0,2
5800,219.0098419189453,320.0,30.0,358.0,0.0,1.0,2
6200,75.0196533203125,320.0,30.0,362.0,0.0,1.0,2
6500,363.8277893066406,342.0,38.0,365.0,0.0,1.0,2
6700,291.7274475097656,342.0,38.0,367.0,0.0,0.0,2
6800,254.6110382080078,342.0,38.0,368.0,0.0,0.0,2
6900,218.130615234375,342.0,38.0,369.0,0.0,0.0,2
7100,144.13372802734375,342.0,38.0,371.0,0.0,0.0,2
7129,132.99964904785156,342.0,38.0,371.2900085449219,1.0,0.0,0
7200,106.98521423339844,342.0,38.0,372.0,1.0,0.0,2
7300,69.36371612548828,342.0,38.0,373.0,1.0,0.0,2
7400,32.01431655883789,342.0,38.0,374.0,1.0,0.0,2
7522,627.4971923828125,320.0,30.0,375.2200012207031,1.0,1.0,1
7700,561.679931640625,320.0,30.0,377.0,1.0,1.0,2
7800,524.30859375,320.0,30.0,378.0,0.0,1.0,2
8300,333.6836853027344,320.0,30.0,383.0,0.0,1.0,2
8700,180.07273864746094,320.0,30.0,387.0,0.0,1.0,2
9500,248.17481994628906,347.0,33.0,395.0,0.0,0.0,2
9700,169.3729705810547,347.0,33.0,397.0,0.0,0.0,2
9800,129.62435913085938,347.0,33.0,398.0,1.0,0.0,0
10161,476.1463623046875,351.0,29.0,401.6099853515625,1.0,1.0,1
10200,460.07501220703125,351.0,29.0,402.0,1.0,1.0,2
10600,299.6895446777344,351.0,29.0,406.0,0.0,1.0,2
10700,258.63409423828125,351.0,29.0,407.0,0.0,1.0,2
10975,146.74208068847656,351.0,29.0,409.75,1.0,0.0,0
11100,95.03602600097656,351.0,29.0,411.0,1.0,0.0,2
11200,54.29857635498047,351.0,29.0,412.0,1.0,0.0,2
11279,22.13326644897461,351.0,29.0,412.7900085449219,1.0,1.0,1
11400,495.4313049316406,342.0,38.0,414.0,1.0,1.0,2
11700,372.0293273925781,342.0,38.0,417.0,0.0,1.0,2
12200,162.70701599121094,342.0,38.0,422.0,0.0,0.0,2
12235,147.93157958984375,342.0,38.0,422.3500061035156,1.0,0.0,0
12400,78.1111068725586,342.0,38.0,424.0,1.0,0.0,2
12580,2.05810546875,342.0,38.0,425.79998779296875,1.0,1.0,1
12600,506.7448425292969,357.0,23.0,426.0,1.0,1.0,2
12700,463.6707763671875,357.0,23.0,427.0,1.0,1.0,2
12900,379.35626220703125,357.0,23.0,429.0,0.0,1.0,2
13200,250.2117156982422,357.0,23.0,432.0,0.0,1.0,2
13484,127.56055450439453,357.0,23.0,434.8399963378906,1.0,0.0,0
13771,1.919602632522583,357.0,23.0,437.7099914550781,1.0,1.0,1
13900,383.4879455566406,360.0,20.0,439.0,1.0,1.0,2
14300,208.84780883789062,360.0,20.0,443.0,0.0,0.0,2
14418,156.9493408203125,360.0,20.0,444.17999267578125,1.0,0.0,0
14714,25.039186477661133,360.0,20.0,447.1400146484375,1.0,1.0,1
15100,341.8435974121094,360.0,20.0,451.0,0.0,1.0,2
15482,169.29322814941406,360.0,20.0,454.82000732421875,1.0,0.0,0
15800,24.621484756469727,360.0,20.0,458.0,1.0,0.0,2
15827,11.336284637451172,360.0,20.0,458.2699890136719,1.0,1.0,1
16200,560.1580810546875,320.0,30.0,462.0,0.0,1.0,2
17200,93.17671966552734,320.0,30.0,472.0,0.0,1.0,2
17300,46.40175247192383,320.0,30.0,473.0,0.0,1.0,2
18100,98.8596420288086,320.0,30.0,481.0,0.0,1.0,2
18200,50.71181869506836,320.0,30.0,482.0,0.0,1.0,2
18300,2.464289426803589,320.0,30.0,483.0,0.0,1.0,2
19100,319.9428405761719,345.0,35.0,491.0,0.0,1.0,2
19200,270.3032531738281,345.0,35.0,492.0,0.0,0.0,2
19400,172.20005798339844,345.0,35.0,494.0,0.0,0.0,2
19445,149.46653747558594,345.0,35.0,494.45001220703125,1.0,0.0,0
19800,475.1433410644531,344.0,36.0,498.0,1.0,1.0,1
20200,276.1431884765625,344.0,36.0,502.0,0.0,1.0,2
20468,141.75375366210938,344.0,36.0,504.67999267578125,1.0,0.0,0
20500,125.59930419921875,344.0,36.0,505.0,1.0,0.0,2
20600,74.54488372802734,344.0,36.0,506.0,1.0,0.0,2
20700,24.402294158935547,344.0,36.0,507.0,1.0,0.0,2
20772,601.4297485351562,320.0,30.0,507.7200012207031,1.0,1.0,1
21000,485.9230041503906,320.0,30.0,510.0,1.0,1.0,2
21500,229.1656951904297,320.0,30.0,515.0,0.0,1.0,2
21700,126.48365020751953,320.0,30.0,517.0,0.0,1.0,2
21800,74.73515319824219,320.0,30.0,518.0,0.0,1.0,2
22000,714.6376953125,320.0,30.0,520.0,0.0,1.0,2
22500,454.952392578125,320.0,30.0,525.0,0.0,1.0,2
22600,402.9289855957031,320.0,30.0,526.0,0.0,1.0,2
22700,349.7535095214844,320.0,30.0,527.0,0.0,0.0,2
22721,339.2116394042969,320.0,30.0,527.2100219726562,0.0,1.0,1
22800,297.0040283203125,320.0,30.0,528.0,0.0,1.0,2
23000,191.73519897460938,320.0,30.0,530.0,0.0,1.0,2
23100,139.2173309326172,320.0,30.0,531.0,0.0,1.0,2
23200,85.53749084472656,320.0,30.0,532.0,0.0,1.0,2
23400,706.4108276367188,352.0,28.0,534.0,0.0,1.0,2
24000,385.8231506347656,352.0,28.0,540.0,0.0,0.0,2
24228,262.44677734375,352.0,28.0,542.280029296875,1.0,0.0,0
24600,59.48612594604492,352.0,28.0,546.0,1.0,0.0,2
24700,5.3836870193481445,352.0,28.0,547.0,1.0,0.0,2
24900,529.2109985351562,351.0,29.0,549.0,1.0,0.0,2
25200,364.0625915527344,351.0,29.0,552.0,0.0,0.0,2
25400,253.46368408203125,351.0,29.0,554.0,0.0,0.0,2
25406,250.69358825683594,351.0,29.0,554.0599975585938,1.0,0.0,0
25897,445.1292724609375,320.0,30.0,558.969970703125,1.0,1.0,1
25900,442.89337158203125,320.0,30.0,559.0,1.0,1.0,2
26100,331.45465087890625,320.0,30.0,561.0,0.0,1.0,2
26300,219.61875915527344,320.0,30.0,563.0,0.0,1.0,2
26400,163.2703857421875,320.0,30.0,564.0,0.0,1.0,2
26500,106.82194519042969,320.0,30.0,565.0,0.0,1.0,2
27100,567.6861572265625,350.0,30.0,571.0,0.0,1.0,2
27200,510.53778076171875,350.0,30.0,572.0,0.0,1.0,2
27300,453.28924560546875,350.0,30.0,573.0,0.0,1.0,2
27400,395.3669738769531,350.0,30.0,574.0,0.0,1.0,2
27700,223.29498291015625,350.0,30.0,577.0,0.0,0.0,2
27743,198.4751739501953,350.0,30.0,577.4299926757812,1.0,0.0,0
27800,166.1239471435547,350.0,30.0,578.0,1.0,0.0,2
28069,9.705907821655273,350.0,30.0,580.6900024414062,1.0,1.0,1
28100,759.9877319335938,344.0,36.0,581.0,1.0,1.0,2
28200,703.5845947265625,344.0,36.0,582.0,1.0,1.0,2
28300,645.3350830078125,344.0,36.0,583.0,1.0,1.0,2
28900,293.7384948730469,344.0,36.0,589.0,0.0,1.0,2
29003,234.1990203857422,344.0,36.0,590.030029296875,1.0,1.0,0
29427,708.1105346679688,357.0,23.0,594.27001953125,1.0,1.0,1
29600,607.5345458984375,357.0,23.0,596.0,1.0,1.0,2
29700,547.8857421875,357.0,23.0,597.0,0.0,1.0,2
30198,249.94699096679688,357.0,23.0,601.97998046875,1.0,0.0,0
30553,36.226409912109375,357.0,23.0,605.530029296875,1.0,1.0,1
30600,7.150938987731934,357.0,23.0,606.0,1.0,1.0,2
31300,284.48992919921875,352.0,28.0,613.0,0.0,1.0,2
31358,248.30740356445312,352.0,28.0,613.5800170898438,1.0,1.0,0
31700,37.88602828979492,352.0,28.0,617.0,1.0,0.0,2
31703,35.418025970458984,352.0,28.0,617.030029296875,1.0,1.0,1
32356,251.7340545654297,342.0,38.0,623.5599975585938,1.0,0.0,0
32400,223.66468811035156,342.0,38.0,624.0,1.0,0.0,2
32679,49.8096809387207,342.0,38.0,626.7899780273438,1.0,1.0,1
32800,779.0709838867188,358.0,22.0,628.0,1.0,1.0,2
33500,339.55084228515625,358.0,22.0,635.0,0.0,1.0,2
33598,277.27484130859375,358.0,22.0,635.97998046875,1.0,0.0,0
34008,15.690817832946777,358.0,22.0,640.0800170898438,1.0,1.0,1
35000,274.7847900390625,346.0,34.0,650.0,0.0,1.0,2
35036,250.72918701171875,346.0,34.0,650.3599853515625,1.0,1.0,0
35409,6.803472995758057,346.0,34.0,654.0900268554688,1.0,1.0,1
36200,422.6502990722656,360.0,20.0,662.0,0.0,1.0,2
36420,276.1132507324219,360.0,20.0,664.2000122070312,1.0,0.0,0
36600,156.4009552001953,360.0,20.0,666.0,1.0,0.0,2
36798,25.01056480407715,360.0,20.0,667.97998046875,1.0,1.0,1
37600,136.9585418701172,320.0,30.0,676.0,0.0,1.0,2
37900,660.8638305664062,359.0,21.0,679.0,0.0,1.0,2
38100,524.869873046875,359.0,21.0,681.0,0.0,1.0,2
38200,457.40472412109375,359.0,21.0,682.0,0.0,1.0,2
38300,389.1585998535156,359.0,21.0,683.0,0.0,1.0,2
38400,320.8122253417969,359.0,21.0,684.0,0.0,1.0,2
38517,240.03497314453125,359.0,21.0,685.1699829101562,1.0,1.0,0
38794,49.867069244384766,359.0,21.0,687.9400024414062,1.0,1.0,1
38800,45.73942947387695,359.0,21.0,688.0,1.0,1.0,1
39400,262.98614501953125,347.0,33.0,694.0,0.0,0.0,2
39412,254.65777587890625,347.0,33.0,694.1199951171875,1.0,0.0,0
39500,194.23377990722656,347.0,33.0,695.0,1.0,0.0,2
39696,57.82917022705078,347.0,33.0,696.9600219726562,1.0,1.0,1
39704,52.9504508972168,347.0,33.0,697.0399780273438,1.0,1.0,1
40300,340.5971984863281,355.0,25.0,703.0,0.0,1.0,2
40413,261.0979309082031,355.0,25.0,704.1300048828125,1.0,1.0,0
40500,199.80343627929688,355.0,25.0,705.0,1.0,0.0,2
40663,83.34776306152344,355.0,25.0,706.6300048828125,1.0,1.0,1
40668,80.52124786376953,355.0,25.0,706.6799926757812,1.0,1.0,1
40700,57.903106689453125,355.0,25.0,707.0,1.0,1.0,2
40900,673.6241455078125,343.0,37.0,709.0,1.0,1.0,2
41400,316.4610290527344,343.0,37.0,714.0,0.0,1.0,2
41452,280.0346984863281,343.0,37.0,714.52001953125,1.0,1.0,0
41700,102.53166198730469,343.0,37.0,717.0,1.0,0.0,2
41762,57.34225845336914,343.0,37.0,717.6199951171875,1.0,1.0,1
41800,30.784019470214844,343.0,37.0,718.0,1.0,1.0,2
