Time,Obstacle Distance,Obstacle Height,Obstacle Size,Velocity,Dino Jumping,Dino Ducking,Action
600,441.7915954589844,340.0,40.0,306.0,0.0,0.0,2
1513,157.95022583007812,340.0,40.0,315.1300048828125,1.0,0.0,0
1600,130.81314086914062,340.0,40.0,316.0,1.0,0.0,2
1700,99.1653823852539,340.0,40.0,317.0,1.0,0.0,2
1900,35.250831604003906,340.0,40.0,319.0,1.0,0.0,2
2000,3.302069902420044,340.0,40.0,320.0,1.0,0.0,2
2600,258.20550537109375,355.0,25.0,326.0,0.0,0.0,2
2800,193.1360321044922,355.0,25.0,328.0,0.0,0.0,2
3000,127.34043884277344,355.0,25.0,330.0,0.0,0.0,2
3033,116.44566345214844,355.0,25.0,330.3299865722656,1.0,0.0,0
3100,94.29257202148438,355.0,25.0,331.0,1.0,0.0,2
3400,515.1923217773438,320.0,30.0,334.0,1.0,0.0,2
4441,163.7793731689453,320.0,30.0,344.4100036621094,0.0,1.0,1
4700,73.90048217773438,320.0,30.0,347.0,0.0,1.0,2
4800,39.151580810546875,320.0,30.0,348.0,0.0,1.0,2
5200,392.8005065917969,350.0,30.0,352.0,0.0,0.0,2
5700,215.55648803710938,350.0,30.0,357.0,0.0,0.0,2
5954,125.27799224853516,350.0,30.0,359.5400085449219,1.0,0.0,0
6000,108.0100326538086,350.0,30.0,360.0,1.0,0.0,2
6500,521.3988037109375,349.0,31.0,365.0,1.0,0.0,2
7100,300.9768981933594,349.0,31.0,371.0,0.0,0.0,2
7497,152.91062927246094,349.0,31.0,374.9700012207031,1.0,0.0,0
8300,265.2480773925781,355.0,25.0,383.0,0.0,0.0,2
8573,159.93667602539062,355.0,25.0,385.7300109863281,1.0,0.0,0
8600,149.9046630859375,355.0,25.0,386.0,1.0,0.0,2
9200,359.54132080078125,320.0,30.0,392.0,1.0,0.0,2
9400,280.945068359375,320.0,30.0,394.0,0.0,0.0,2
9575,212.24082946777344,320.0,30.0,395.75,0.0,1.0,1
10792,150.23736572265625,350.0,30.0,407.9200134277344,1.0,0.0,0
10900,106.12628936767578,350.0,30.0,409.0,1.0,0.0,2
11000,65.588623046875,350.0,30.0,410.0,1.0,0.0,2
11200,283.167724609375,320.0,30.0,412.0,1.0,0.0,2
11490,165.75645446777344,320.0,30.0,414.8999938964844,1.0,1.0,1
11500,160.77740478515625,320.0,30.0,415.0,1.0,1.0,2
12300,227.1393280029297,353.0,27.0,423.0,0.0,0.0,2
12500,142.34571838378906,353.0,27.0,425.0,0.0,0.0,2
12510,137.67047119140625,353.0,27.0,425.1000061035156,1.0,0.0,0
13000,351.1731872558594,343.0,37.0,430.0,1.0,0.0,2
13300,222.16293334960938,343.0,37.0,433.0,1.0,0.0,2
13484,141.89283752441406,343.0,37.0,434.8399963378906,1.0,0.0,0
14700,259.3663024902344,357.0,23.0,447.0,0.0,0.0,2
14935,153.6037139892578,357.0,23.0,449.3500061035156,1.0,0.0,0
15000,123.92645263671875,357.0,23.0,450.0,1.0,0.0,2
15935,120.17019653320312,351.0,29.0,459.3500061035156,1.0,0.0,0
16600,428.45733642578125,344.0,36.0,466.0,1.0,0.0,2
17100,193.75086975097656,344.0,36.0,471.0,0.0,0.0,2
17201,145.65887451171875,344.0,36.0,472.010009765625,1.0,0.0,0
17300,99.35498046875,344.0,36.0,473.0,1.0,0.0,2
18000,241.09271240234375,359.0,21.0,480.0,0.0,0.0,2
18161,164.6466827392578,359.0,21.0,481.6099853515625,1.0,0.0,0
18600,467.9434814453125,320.0,30.0,486.0,1.0,0.0,2
19064,243.31771850585938,320.0,30.0,490.6400146484375,0.0,1.0,1
19200,176.5012664794922,320.0,30.0,492.0,0.0,1.0,2
19500,28.457971572875977,320.0,30.0,495.0,0.0,1.0,2
19700,498.4171447753906,346.0,34.0,497.0,0.0,1.0,2
19800,449.1663818359375,346.0,34.0,498.0,0.0,0.0,2
19900,398.8196105957031,346.0,34.0,499.0,0.0,0.0,2
20219,239.1335906982422,346.0,34.0,502.19000244140625,1.0,0.0,0
20500,97.6266098022461,346.0,34.0,505.0,1.0,0.0,2
20800,530.125732421875,320.0,30.0,508.0,1.0,0.0,2
20900,481.3102722167969,320.0,30.0,509.0,1.0,0.0,2
21000,429.342529296875,320.0,30.0,510.0,1.0,0.0,2
21200,327.655029296875,320.0,30.0,512.0,0.0,0.0,2
21334,259.4722595214844,320.0,30.0,513.3400268554688,0.0,1.0,1
21600,122.57598876953125,320.0,30.0,516.0,0.0,1.0,2
22600,171.91622924804688,346.0,34.0,526.0,0.0,0.0,2
